hash,TH,submit_count,final_submit_count,avg_final_score,count_status_0,count_status_1,count_status_2,count_status_3,lang_count,avg_late_coef,avg_submission_per_problem,average_time
97983f3249349cfcb409b75d5f53e5cbab2bfa5a,,121,59,10000.0,6,0,0,115,1,100.0,2.75,162552
62cf219990f892f13b18fb0ec1f08a2aebdae0ad,9.0,128,59,9732.118644067798,13,0,0,115,1,100.0,2.169491525423729,38290
b72f0fecebc0120609eb4643631055b2e7a31fd7,,204,118,9915.254237288136,31,0,0,173,1,100.0,1.8053097345132743,948596
f3a7769633f8060ffee4a0295c55ec9be084e3c0,,311,115,9739.130434782608,68,0,1,242,1,100.0,2.8018018018018016,973558
47e01709f5df0b8793de34e70e8ddd9f8aa16d60,5.0,318,102,9036.343137254902,63,0,0,255,1,100.0,3.1176470588235294,1864327
abf736b0441172883ba772951733e73d557598ab,,165,50,10000.0,27,0,0,138,1,100.0,3.3,26024
af99c21153a5cd9289febb0cc7d1f8cbee810621,,55,28,8571.42857142857,22,0,0,33,1,100.0,1.9642857142857142,6454
1abf62f1e76bc5ac164061cff2a8171d6b6de657,5.0,749,127,8848.535433070867,334,0,0,415,1,100.0,6.456896551724138,1127394
f5a2b63a98287f49a07f6101717dd4c1048b9903,,144,81,9370.37037037037,33,0,0,111,1,100.0,1.8,129389
78d8860538c6853a9c13a0c232dadcfa0d516f08,9.5,184,101,9886.70297029703,33,0,0,151,1,100.0,1.8217821782178218,321631
a9947ca4f64f3122a22c7827ae089d48db8fd76d,,224,52,9689.346153846154,78,0,0,146,1,100.0,4.571428571428571,701476
64bb0d71f782349bd0bce3ba44cf9b454bd46cfd,5.0,559,62,10000.0,146,0,0,413,1,100.0,9.016129032258064,45630
454c509567c0f19453009731315e3db245a8c756,5.0,278,98,9752.183673469388,66,0,0,212,1,100.0,2.836734693877551,982555
3015441ae521554bb4d04b1e3bad620170a43d79,10.0,409,106,9025.943396226416,71,0,0,338,1,100.0,3.858490566037736,383279
2290b12e40983b7635bc452c3b6e00c80549220a,7.0,369,93,9664.870967741936,101,0,0,268,1,100.0,4.010869565217392,1290091
769df9fad97e6d153e170a9ec41e33e8410f4b6b,5.0,200,100,9996.66,27,0,0,173,1,100.0,2.0,625986
2639f9f46c6949536c784118cbcd036cd00c075e,8.0,123,53,9272.22641509434,42,0,0,81,1,100.0,3.075,321189
14354d2cff31b4330ad9e939b18cc8fce8c1c085,5.0,153,59,9728.813559322034,18,0,0,135,1,100.0,2.593220338983051,22583
216a3ccb8504db72c0b5ef227b00d61d2e2ec7be,3.0,142,46,7641.282608695652,30,0,0,112,1,100.0,3.0869565217391304,44202
d28c344507f89c41df926794e0d5a96d10349014,,6,2,3214.0,0,0,0,6,1,100.0,3.0,508
50779b692cc73e3ba24df84db11b8e2bbb062591,7.5,48,21,10000.0,1,0,0,47,1,100.0,2.2857142857142856,1500529
ac6522ed2e2b8a808bb80970ccffcb6572183349,,310,87,9833.068965517241,40,0,0,270,1,100.0,3.5632183908045976,415716
8cf96ad1e77c722694ef03a06a781d61d632f2c0,,288,98,10000.0,30,0,0,258,1,100.0,2.938775510204082,14298
92de4c1319bb3b07781b63801e4599302764dc5f,,86,64,9940.46875,4,0,0,82,1,100.0,1.4576271186440677,142823
331639421af1df525391f1013c5363683efb9f68,5.0,237,63,10000.0,63,0,0,174,1,100.0,3.761904761904762,26380
5389d34e45392c6d5e8596d686b06d853e1ed696,8.5,176,77,9480.51948051948,46,0,0,130,1,100.0,2.3157894736842106,128420
14a493d035053a109eeeeb50a501d2b69a8ec429,5.0,473,118,9915.254237288136,194,0,0,279,1,100.0,4.185840707964601,1162656
f0cbea39c26f2cf588e04885ddc1a439564bd782,,209,63,9899.746031746032,64,0,0,145,1,100.0,3.370967741935484,3070031
f1299639d65fd743440958354f22154e171500d0,,109,21,9920.619047619048,19,0,0,90,1,100.0,5.190476190476191,4468
394f4eb7fa3337f92a1148e8e9ba1727995bc8f5,9.0,12,7,8571.42857142857,0,0,0,12,1,100.0,1.7142857142857142,446
0306a80129ed6d5afadece8164929697bbbdea69,6.5,76,17,7647.058823529412,9,0,0,67,1,100.0,4.470588235294118,8449
943f8910b7d79d76726a7c50a996a39a00fb033b,,279,52,9903.846153846154,91,0,0,188,1,100.0,5.365384615384615,54619
fc4d0cb084cf3b98bbe820a9fc36fd437940969e,,115,28,9214.285714285714,30,0,0,85,1,100.0,4.107142857142857,3034
334f25ceeca6e440b1210f205c253cdc8d25942e,8.5,361,85,9585.035294117648,107,0,0,254,1,100.0,4.247058823529412,88382
1ff3bf1f9353578bd902ce0b3879369b46c72640,1.0,3,3,10000.0,0,0,0,3,1,100.0,1.0,6
c084f1399d2813131b70acb3920068a454cea6d5,,133,42,9214.285714285714,33,0,0,100,1,100.0,3.1666666666666665,79573
0659d0431565eaacdc601973560ee8331f910947,8.5,327,79,9692.67088607595,91,0,0,236,1,100.0,4.139240506329114,517257
979ddec134899a31461a05d820b9d6cad713715b,,160,109,8280.40366972477,26,0,0,134,1,100.0,1.7391304347826086,356714
5b30abfc32d4c33257f7cd949641935527dd4a42,8.0,259,109,9866.614678899083,55,0,0,204,1,100.0,2.443396226415094,145348
f7d331120e9b3a15cf4a0028849bf050846d5d6a,,246,95,9113.884210526316,43,0,0,203,1,100.0,2.5894736842105264,52930
440a4bdda60ec044e91b9e5ee5c478c20bbbaf7e,8.0,348,116,9902.293103448275,59,0,0,289,1,100.0,3.411764705882353,296587
8866a6da23ad8a2abfb243905e0b5e2c98e366bc,,337,114,10000.0,91,0,0,246,1,100.0,2.956140350877193,57617
0fc74820b7bcdd23c196f494e7686305acbdc71e,6.5,122,43,9744.186046511628,27,0,0,95,1,100.0,2.8372093023255816,45729
5c67cd01bb445f9b80d30f2c551d0d42776898fe,,73,28,10000.0,12,0,0,61,1,100.0,2.607142857142857,65661
f408354e704d901dac2f283fc8242d2787ee4813,,272,105,9680.019047619047,44,0,0,228,1,100.0,2.5904761904761906,692262
0b26c12ecc1bc4c1f127d5e6f6302b1b0b584faf,1.0,5,5,0.0,5,0,0,0,1,100.0,1.0,4843
771f7a4ff0b16239a5f4a828485e057bd3069308,7.5,298,97,9391.752577319588,95,0,0,203,1,100.0,3.0721649484536084,343321
3fb53c585faf97ed5b0ecb316a4b419c969b790a,6.0,104,62,9681.129032258064,17,0,0,87,1,100.0,1.8245614035087718,1251958
e594aa5283c8b2076ece870504b4b6b2e9c29ca9,,112,42,9803.47619047619,15,0,0,97,1,100.0,2.6666666666666665,50733
414a76fbb610cfb396dc7177dfe67944fd7175f2,8.0,210,63,9682.539682539682,37,0,0,173,1,100.0,3.28125,36889
020ef1c31cb4751bbfa1a88fba782db3c402e2fa,5.5,175,75,9533.333333333334,26,0,0,149,1,100.0,2.8225806451612905,193809
c5b963fdd21435b56c4cf55f49d652d92fc83093,,200,59,10000.0,37,0,0,163,1,100.0,3.389830508474576,20087
2ecfee45346013cf126b75cfc8bdd2ba3b0c2666,0.5,120,65,769.2307692307693,80,0,0,40,1,100.0,1.8461538461538463,21706
816aa6a9aceb1014260977a52d4ad600065ed4d2,8.0,157,62,9907.822580645161,21,0,0,136,1,100.0,2.532258064516129,514904
948fbf59cd52083820e8e1682a5bc2a34793997a,,304,78,9851.28205128205,14,0,0,290,1,97.77960526315789,4.0,944461
c399382ea2553528d9b44a9aa6492cee7cf0b5c0,,132,61,9348.360655737704,27,0,0,105,1,96.21212121212122,2.8085106382978724,321819
661f15eb45462975429d17bf60fc64df4cae4431,8.0,202,54,9742.444444444445,20,0,0,182,2,100.0,4.04,1526068
541270fc6468b9399001ee5a8bfa0cd380e1db60,,28,22,9590.90909090909,2,0,0,26,1,100.0,1.2727272727272727,237
5f8dfe6855d546a89ee51fdc47f1e3a135f1edf8,9.0,513,124,9435.782258064517,50,0,0,463,1,100.0,4.621621621621622,540621
d2a2d2ee79d993c9821f176d9a248223ee59b3c7,,121,50,9583.06,20,0,0,101,1,100.0,2.5208333333333335,628258
67b7c9f4a952be9c0f4759e1991d86a3e1fbbe58,1.5,78,10,6600.0,56,0,0,22,1,100.0,7.090909090909091,1186
597484c12788a0febfb255aabf5f08df62469313,3.0,68,22,9090.90909090909,21,0,0,47,1,100.0,3.090909090909091,79724
598ceb16f7935dd1dada8de4441690df8cdc9e29,8.0,153,59,10000.0,20,0,0,133,1,100.0,2.593220338983051,18605
911daa5a6058823b007274f35ba038da7ec89a11,,223,90,9674.855555555556,52,0,0,171,1,100.0,2.477777777777778,5048
3886b365ce33e5988c6c8a73eed09ac8a7c784bf,9.0,589,99,10000.0,145,0,0,444,1,100.0,5.94949494949495,643719
a5b034cb2c29d312a2e5475da6174e196cfc3c1b,,505,105,9275.780952380952,115,0,0,390,1,100.0,4.809523809523809,366112
da7fa747f59ca321b48b414b2f884d027bc961f8,,226,87,8661.32183908046,64,0,0,162,1,100.0,2.5977011494252875,64881
58a95bac37747ee4fd0e321770a89477f49492a3,10.0,304,118,9203.389830508475,41,0,0,263,1,100.0,2.6206896551724137,389297
dc87f8c4ae8953d2d0bcaf1a08239547d77cdee8,,299,106,9673.443396226416,62,0,0,237,1,100.0,2.8207547169811322,565957
8460eaaf887a6289fb156f7562fb739ba8e9629e,10.0,557,115,9617.391304347826,141,0,0,416,1,100.0,4.885964912280702,505871
8e3a076971fce919b1a5a0bc62dcef86264a1c24,,245,71,9504.605633802817,24,0,0,221,1,100.0,3.769230769230769,642566
5a70a8f9f1dac45c7332db8230f0a8a77208507b,5.0,281,97,10000.0,99,0,0,182,1,100.0,2.8969072164948453,666425
1466659761d4827040ac1226fa45ad172c4743a4,9.5,234,115,10000.0,37,0,0,197,1,100.0,2.1272727272727274,383419
6729764776215a0456ef5332c5168b4db29314b4,9.0,141,63,9968.253968253968,9,0,0,132,1,100.0,2.238095238095238,3281
363d3494b7918fffc4e59beed6c76eb7d05b2c64,7.5,196,84,9791.202380952382,32,0,0,164,1,100.0,2.3333333333333335,12650
987888aba1d68d84a51fcfef4131d649024e0aec,,1,1,10000.0,0,0,0,1,1,100.0,1.0,7
218191f4a8648e65ada28c23f52f578dec21cd98,7.5,96,52,9807.692307692309,17,0,0,79,1,100.0,1.9591836734693877,655940
5a5c99822d76f4f6f1f90521f4c1f1d5e53590a1,5.0,246,62,9612.90322580645,76,0,0,170,1,100.0,3.967741935483871,13279
c3635fc4a7b4545fc6df8dcad81f86d1e08c66cc,,28,21,9523.809523809523,1,0,0,27,1,100.0,1.3333333333333333,254
8ef9f17bb904f437ec0a9849d820ed0f86843517,,191,63,9294.936507936507,27,0,0,164,1,98.42931937172774,3.9791666666666665,793663
55664bd6d6073e97a98788e3f319eb36662f29f8,8.5,144,81,9724.753086419752,11,0,0,133,1,100.0,1.7777777777777777,2603
addfbcc77f77c6c80cc3e55261cec181722e68cb,,49,20,10000.0,4,0,0,45,1,100.0,2.45,4892
ca84b66fa8d2c26e91bcd21dea081bb062e51711,,132,11,8614.181818181818,16,0,0,116,1,100.0,11.0,238037
536602cb1404169f62436284f9cdba1a7b21c7ae,8.0,324,114,9555.815789473685,68,0,0,256,1,100.0,2.9724770642201834,64720
6eca9c1b4a046e9ceb3db39e478ccaa393117c3f,4.5,119,41,9492.073170731708,15,0,0,104,1,100.0,2.975,245257
73351e7d3ace1ea88b52e895d6fccc2f2bee88f3,7.0,324,73,9780.82191780822,65,0,0,259,1,100.0,4.5,32334
0a2c78cee9afdc522c5f0fae46937138f47b152b,5.0,128,22,9500.0,65,0,0,63,1,100.0,5.818181818181818,29041
0785a61c54bc37c6ddad3c02b29d1f9e15adf85b,6.0,173,57,9584.78947368421,35,0,0,138,1,100.0,3.0350877192982457,545004
b80a4c674f6640d304722f4a92eb9b47345f1258,,194,29,10000.0,65,0,0,129,1,100.0,6.689655172413793,10388
713487f0de26590bca3c759e2fef02b3a5bad9fd,5.5,1,1,10000.0,0,0,0,1,1,100.0,1.0,8
78ca432228d8679112c09d9b3d50491c5539681a,5.0,3,2,5500.0,0,0,0,3,1,100.0,1.5,99
1e48d7fffb4fbe08eec6151ce5b2378258d13aeb,4.5,170,61,9463.475409836066,38,0,0,132,1,100.0,2.7868852459016393,7084
a3c251eb71ac7769282f383672f19d3cf66f1b04,,317,60,9661.1,58,0,0,259,1,100.0,5.283333333333333,96327
038dfa39ea11eb199e32e61fa4bd264d6d7ebc72,7.5,170,53,9025.716981132075,37,0,0,133,1,100.0,3.207547169811321,63442
f2c6f4d1250f2570b4dc5edfa7d0952ec4b7194f,,335,111,9531.81081081081,52,0,0,283,2,100.0,3.018018018018018,1303782
56df019984fc7a155fc18b5c4ecd2f52c497693e,3.5,77,63,9475.79365079365,8,0,0,69,1,100.0,1.2222222222222223,1875
79f071f88a5c4c3bd278b93f9f622e90e15a10f0,5.5,1,1,0.0,1,0,0,0,1,100.0,1.0,6
128ed4bebb12d030efad936db13d26a620bd620a,9.0,373,80,9900.0,113,0,0,260,2,100.0,4.6625,61853
28a125bc7a4d79ba10eeb2abdaa878d46eea4b32,9.0,314,114,9813.982456140351,41,0,0,273,1,100.0,2.7787610619469025,560380
be7b5a55c3a0343bda6a2a6ad09c5cfe8714b27f,,288,86,9860.46511627907,55,0,0,233,1,100.0,3.388235294117647,280408
301483d94b9efd8e7d95ca45979a6583215c1d58,8.5,247,98,9311.30612244898,42,0,0,205,1,100.0,2.520408163265306,689279
5faefa46d05d32e90b97c1cc9260bacd6c2f45de,9.0,296,72,9807.069444444445,44,0,0,252,1,100.0,4.553846153846154,1448284
a593667aa30cd094ca66d70dbb5ee98fc64d38f0,,31,24,9404.75,1,0,0,30,1,100.0,1.3478260869565217,169302
308b8bd2a17694ea81d601d025d5cb4ea6fc1fba,8.5,9,1,9285.0,3,0,0,6,1,100.0,9.0,5746
c67df30ae6cf151f19df3e36d15f0361619ed47a,,329,59,9474.57627118644,133,0,0,196,1,100.0,5.576271186440678,574400
470647470caa15468e461e105a8ecd3b25a912f0,6.5,139,45,9155.08888888889,30,0,0,109,1,100.0,3.088888888888889,25499
bf9e4a55173e6e65b88bbf4f18744ea043b07ed6,,23,13,10000.0,1,0,0,22,1,100.0,1.7692307692307692,690
3841fabcde0188d8dc9b3060cacffafa3450ec85,9.0,348,132,9561.022727272728,44,0,0,304,1,100.0,3.026086956521739,354828
5504396737eadc63295f751ebf765c22b35b23db,6.5,13,10,10000.0,1,0,0,12,1,100.0,1.3,4808
df1a661311bcb75b3b3c258c46ab75819bd6d249,,130,40,9783.55,8,0,0,122,2,98.73076923076923,3.0952380952380953,16801
a60f543d315ec120d2f433cdccc19342c9c3be02,,214,121,9743.801652892562,16,0,0,198,1,100.0,1.8448275862068966,303932
aeae992591ef4a9423528eb6029301cbd29daff5,,19,3,4385.666666666667,5,0,0,14,1,100.0,6.333333333333333,8574
b002ea316ac314e47c6aceffd6583bd300962387,,12,5,5967.6,0,0,0,12,1,100.0,2.4,679
0297fd76b36e100882756e636bb03031255f57da,5.5,272,49,9973.244897959185,23,0,0,249,1,100.0,5.666666666666667,725161
eaffaa19471bbf9bba8fa5808dd0904474089ae7,,427,112,9475.125,48,0,0,379,1,100.0,3.9174311926605503,466819
616bff7fefe77a5e5618f600b39cc1002b71867c,10.0,428,107,9476.635514018692,72,0,0,356,1,100.0,4.0,1565983
1133fe0ca8444133bea1e55ef5b4026b5e8445fc,8.0,248,46,9904.891304347826,14,0,0,234,1,100.0,5.767441860465116,117556
bdc3fba009b4d570355de5bfedfb6766746789ce,,115,59,9703.372881355932,13,0,0,102,1,100.0,1.9491525423728813,35339
6bdbd12c28f576e6dc4242177fbf9829e65c4726,6.0,149,46,9348.717391304348,20,0,0,129,1,100.0,3.311111111111111,123352
97469bc8eac2e4fd57266fa9821a50561a4d8473,,7,3,7638.0,0,0,0,7,1,100.0,2.3333333333333335,11705
070671333adf94dadc433fcafc872c6301dd0744,4.0,158,55,7820.763636363637,58,0,0,100,1,100.0,2.8727272727272726,1140822
fe659e147194c97b69278c8effb4041297398009,,15,11,10000.0,2,0,0,13,1,100.0,1.3636363636363635,120
501f6ef9ac0e3eaee34c2357da968672bafbff95,9.5,280,114,9745.61403508772,42,0,0,238,1,100.0,2.456140350877193,251944
08399013cfa671c37b50b71ef25f1b2fd606c009,9.5,342,104,9649.028846153846,58,0,0,284,1,100.0,3.320388349514563,930209
91ccfc470d803af51ecbb91da39db5592e3a3324,,323,114,9450.833333333334,39,0,0,284,1,100.0,2.8584070796460175,317438
254f59f316c0c9e98ce4d4ac6cb1718aef6d9f00,7.0,179,46,9594.891304347826,40,0,0,139,1,100.0,3.891304347826087,32478
dcf7777f614c11ed45f8ff82f2c44d7dd15889af,,286,107,9445.028037383177,71,0,0,215,1,100.0,2.7766990291262137,1613899
1e59ca9160cbe32a3bebef6df4339e30a16d0dfd,9.5,194,84,9595.630952380952,34,0,0,160,1,100.0,2.3373493975903616,39348
248ff20c10b7d18c30fc84ce214936f5bb440e6e,,59,34,9803.911764705883,7,0,0,52,1,100.0,1.7352941176470589,847
8b2735093e532de21b7aabee43b9c76278bdd5cb,,292,109,9954.128440366972,32,0,0,260,1,100.0,2.780952380952381,735318
fe4316169ee8c83567ebc52bc629912ff65f14b6,,249,96,9645.072916666666,33,0,0,216,1,100.0,2.59375,74539
9a8ad4a46036cc65da3ce25da0a1b9e70f979655,,82,14,4928.571428571428,26,0,0,56,1,100.0,5.857142857142857,9260
0d05b13c0460dbd3e3e99537d6eb4665b0dd194b,6.5,157,78,9903.846153846154,8,0,0,149,1,100.0,2.0128205128205128,23987
5a7424ce2a160cc7bcb097b51942e1e1ce68ddb1,7.0,297,85,9533.329411764706,66,0,0,231,1,100.0,3.4941176470588236,1654850
57a668ff1e3df5afc4e593bbbbc39e9eae0a940c,10.0,128,61,9962.16393442623,9,0,0,119,1,100.0,2.098360655737705,290
7f8b72d92d190113dbc807befe9e8033ecdda75f,10.0,514,113,9251.274336283186,84,0,0,430,1,100.0,4.63063063063063,689945
213a1a52e92bd478f671a4e614a7ee5b82ea4b91,4.5,157,40,9186.525,63,0,0,94,1,100.0,3.925,59535
f1fb0a22c3c46fe87eaf8bdd97d80ed51436f782,,122,51,9834.078431372549,29,0,0,93,1,100.0,2.975609756097561,343097
e299749491b5a979701f0dedd4467ed53aaf7c7c,,193,105,9804.542857142857,24,0,0,169,1,91.19170984455958,1.892156862745098,1474430
9deeecfc873e74ca5ef8b27fb6b22bf7a536ab86,,100,39,8732.179487179486,25,0,0,75,1,100.0,2.7027027027027026,77969
0e63b2194be2efd4b5b5f2b6e2d77ac12aaadec3,9.5,2,1,10000.0,1,0,0,1,1,100.0,2.0,95
f382c8f54d9fc494b6d8cc0751f694f0acbddca2,,217,50,10000.0,36,0,0,181,1,100.0,4.34,83437
884afc60bb87e1f0d85311221487273fc5d13d13,,193,53,9323.88679245283,36,0,0,157,1,100.0,3.641509433962264,20925
29c9f517c368a528325a1e38b51adf368923bb04,9.0,185,70,9857.142857142857,26,0,0,159,1,100.0,2.642857142857143,53732
04d32bf7b10a238244d3e1acc3bcf53a449daf99,5.0,405,107,9655.672897196262,64,0,0,341,1,100.0,3.9320388349514563,406482
64c207f458782b92f681bc496f8a6763ac3b99c2,6.5,228,59,8496.694915254237,54,0,0,174,1,100.0,3.8,510674
add21f371c1ade0e82ccdacf7ce016dc151a6968,,249,104,9284.701923076924,41,0,0,208,1,100.0,2.3714285714285714,72328
76578f23a12fae71dcf7aff5aa48a7ace122f5f2,9.5,204,76,9579.394736842105,24,0,0,180,1,100.0,3.0,1065479
69c377ef0f1c724f59024bd4c2a7fa5d36e50432,3.5,341,59,7785.271186440678,192,0,0,149,1,100.0,5.683333333333334,166076
ad77e6368d86e38cbf14a33770ca16b204522863,,449,108,9703.703703703704,112,0,0,337,1,100.0,4.157407407407407,353319
1e87dd3db07a664f4eb34b7e0a3ac578ca8846f9,8.0,252,85,9518.541176470588,71,0,0,181,1,100.0,2.9647058823529413,491727
a57d3a31b965e00aa208f4d499c0b3637f759838,,35,19,10000.0,5,0,0,30,1,100.0,1.75,3924
dd98462b95687767f50edcdc4758ff5237c0bcff,,269,61,9789.213114754099,31,0,0,238,1,100.0,4.409836065573771,3613831
14e9c7d5220ae70aadd1e37038e74bba41439d65,7.5,314,75,9496.666666666666,112,0,0,202,1,100.0,4.1866666666666665,63608
f7ce1b89f61b8a40a961d7fee02ea31d4b27583a,,206,106,9454.462264150943,16,0,0,190,1,100.0,1.9433962264150944,880353
ce5a9a38579b80879f4de53eaab2d0083b685d62,,20,7,8785.714285714286,2,0,0,18,1,100.0,2.857142857142857,39721
f4984561cc406867aa796356b6bf10a2091e67fe,,62,32,9687.5,5,0,0,57,1,100.0,1.9375,161
0bd4c0cd006b55dbfa7806aa4b45926119ce9540,7.0,157,61,9760.786885245901,23,0,0,134,1,100.0,2.5737704918032787,924
05218d5a6d67f5c1d6305dffb907e940260304c1,8.5,343,108,9991.574074074075,47,0,0,296,1,100.0,3.298076923076923,364067
137ffd846ed245676a14f1d5e8676a4ef646182b,,174,41,10000.0,52,0,0,122,1,100.0,4.2439024390243905,42108
3b5d744051772f15e4bc3167d749711fa798b0c1,4.5,70,34,9248.35294117647,10,0,0,60,1,100.0,2.1875,93672
0b18b1d653e0d031e1aee9129432b668c4264d3f,8.0,327,104,10000.0,76,0,0,251,1,100.0,3.303030303030303,178174
92e2b243f8ca7bf1ce773bedf8205980f034ff05,,249,85,9319.494117647058,65,0,0,184,1,100.0,2.929411764705882,97738
155290f106d7951f353d1290f55d95a5a1535e90,5.0,51,12,5000.0,14,0,0,37,1,100.0,3.642857142857143,546
40c0843e6cba7960b4a4fc631d0831b9242a9778,4.0,41,29,7807.862068965517,12,0,0,29,1,100.0,1.4137931034482758,12323
b8b78832d415b2137aaa400ec638ca3828510a71,,317,104,9854.298076923076,52,0,0,265,1,97.47634069400631,3.1386138613861387,736199
b4742d304d9cd4891aac3cedf5905676e9fcc9d5,,368,104,9461.538461538461,85,0,0,283,1,100.0,3.5728155339805827,208873
3bdad6ba65de3948b9939ebd98d80b03fe3f8e93,9.0,328,83,9169.43373493976,88,0,0,240,2,100.0,4.0,137868
4d3eb0a9c08fa8d2fb11d00af22f7d582f106019,8.0,347,113,9826.79646017699,73,0,0,274,1,100.0,3.212962962962963,683566
2a8f1b3e408879bc12a312938c32061d9e29a4e9,10.0,335,100,9960.0,65,0,0,270,1,100.0,3.35,368707
