hash,diemqt_predicted
af99c21153a5cd9289febb0cc7d1f8cbee810621,6.8762445
1abf62f1e76bc5ac164061cff2a8171d6b6de657,7.9054494
f5a2b63a98287f49a07f6101717dd4c1048b9903,8.062352
78d8860538c6853a9c13a0c232dadcfa0d516f08,8.054274
a9947ca4f64f3122a22c7827ae089d48db8fd76d,8.216246
64bb0d71f782349bd0bce3ba44cf9b454bd46cfd,8.585261
454c509567c0f19453009731315e3db245a8c756,8.806684
3015441ae521554bb4d04b1e3bad620170a43d79,8.523146
2290b12e40983b7635bc452c3b6e00c80549220a,9.038953
769df9fad97e6d153e170a9ec41e33e8410f4b6b,8.288849
2639f9f46c6949536c784118cbcd036cd00c075e,8.502842
14354d2cff31b4330ad9e939b18cc8fce8c1c085,8.357839
216a3ccb8504db72c0b5ef227b00d61d2e2ec7be,8.320684
d28c344507f89c41df926794e0d5a96d10349014,9.38845
50779b692cc73e3ba24df84db11b8e2bbb062591,8.823062
ac6522ed2e2b8a808bb80970ccffcb6572183349,8.820678
8cf96ad1e77c722694ef03a06a781d61d632f2c0,8.945476
92de4c1319bb3b07781b63801e4599302764dc5f,8.222346
331639421af1df525391f1013c5363683efb9f68,8.42737
5389d34e45392c6d5e8596d686b06d853e1ed696,8.233845
14a493d035053a109eeeeb50a501d2b69a8ec429,8.639503
f0cbea39c26f2cf588e04885ddc1a439564bd782,8.229298
f1299639d65fd743440958354f22154e171500d0,8.05844
394f4eb7fa3337f92a1148e8e9ba1727995bc8f5,9.31187
0306a80129ed6d5afadece8164929697bbbdea69,8.656947
943f8910b7d79d76726a7c50a996a39a00fb033b,8.233226
fc4d0cb084cf3b98bbe820a9fc36fd437940969e,7.211038
334f25ceeca6e440b1210f205c253cdc8d25942e,8.886702
1ff3bf1f9353578bd902ce0b3879369b46c72640,3.729923
c084f1399d2813131b70acb3920068a454cea6d5,7.5385027
0659d0431565eaacdc601973560ee8331f910947,8.672512
979ddec134899a31461a05d820b9d6cad713715b,7.98626
5b30abfc32d4c33257f7cd949641935527dd4a42,8.195109
f7d331120e9b3a15cf4a0028849bf050846d5d6a,8.347167
440a4bdda60ec044e91b9e5ee5c478c20bbbaf7e,8.760915
8866a6da23ad8a2abfb243905e0b5e2c98e366bc,8.584003
0fc74820b7bcdd23c196f494e7686305acbdc71e,7.877989
5c67cd01bb445f9b80d30f2c551d0d42776898fe,7.4891105
f408354e704d901dac2f283fc8242d2787ee4813,8.649392
0b26c12ecc1bc4c1f127d5e6f6302b1b0b584faf,6.9985986
771f7a4ff0b16239a5f4a828485e057bd3069308,7.769906
3fb53c585faf97ed5b0ecb316a4b419c969b790a,8.658804
e594aa5283c8b2076ece870504b4b6b2e9c29ca9,7.512599
414a76fbb610cfb396dc7177dfe67944fd7175f2,8.669673
020ef1c31cb4751bbfa1a88fba782db3c402e2fa,8.40547
c5b963fdd21435b56c4cf55f49d652d92fc83093,8.464637
2ecfee45346013cf126b75cfc8bdd2ba3b0c2666,5.8126345
816aa6a9aceb1014260977a52d4ad600065ed4d2,8.574534
948fbf59cd52083820e8e1682a5bc2a34793997a,9.0751705
c399382ea2553528d9b44a9aa6492cee7cf0b5c0,9.065199
661f15eb45462975429d17bf60fc64df4cae4431,8.614982
541270fc6468b9399001ee5a8bfa0cd380e1db60,8.649117
5f8dfe6855d546a89ee51fdc47f1e3a135f1edf8,8.724055
d2a2d2ee79d993c9821f176d9a248223ee59b3c7,8.467609
67b7c9f4a952be9c0f4759e1991d86a3e1fbbe58,2.2760391
597484c12788a0febfb255aabf5f08df62469313,6.523101
598ceb16f7935dd1dada8de4441690df8cdc9e29,8.683876
911daa5a6058823b007274f35ba038da7ec89a11,8.2486
3886b365ce33e5988c6c8a73eed09ac8a7c784bf,8.928616
a5b034cb2c29d312a2e5475da6174e196cfc3c1b,8.635741
da7fa747f59ca321b48b414b2f884d027bc961f8,8.086545
58a95bac37747ee4fd0e321770a89477f49492a3,8.665674
dc87f8c4ae8953d2d0bcaf1a08239547d77cdee8,8.562301
8460eaaf887a6289fb156f7562fb739ba8e9629e,9.112617
8e3a076971fce919b1a5a0bc62dcef86264a1c24,8.58905
5a70a8f9f1dac45c7332db8230f0a8a77208507b,8.669618
1466659761d4827040ac1226fa45ad172c4743a4,8.428427
6729764776215a0456ef5332c5168b4db29314b4,8.530104
363d3494b7918fffc4e59beed6c76eb7d05b2c64,7.8552294
987888aba1d68d84a51fcfef4131d649024e0aec,5.705609
218191f4a8648e65ada28c23f52f578dec21cd98,8.638438
5a5c99822d76f4f6f1f90521f4c1f1d5e53590a1,8.436701
c3635fc4a7b4545fc6df8dcad81f86d1e08c66cc,8.449143
8ef9f17bb904f437ec0a9849d820ed0f86843517,8.662831
55664bd6d6073e97a98788e3f319eb36662f29f8,7.9280834
addfbcc77f77c6c80cc3e55261cec181722e68cb,8.856468
ca84b66fa8d2c26e91bcd21dea081bb062e51711,6.6089783
536602cb1404169f62436284f9cdba1a7b21c7ae,8.742775
6eca9c1b4a046e9ceb3db39e478ccaa393117c3f,7.2863035
73351e7d3ace1ea88b52e895d6fccc2f2bee88f3,8.620861
0a2c78cee9afdc522c5f0fae46937138f47b152b,6.556757
0785a61c54bc37c6ddad3c02b29d1f9e15adf85b,8.663467
b80a4c674f6640d304722f4a92eb9b47345f1258,4.909457
713487f0de26590bca3c759e2fef02b3a5bad9fd,9.663435
78ca432228d8679112c09d9b3d50491c5539681a,9.422923
1e48d7fffb4fbe08eec6151ce5b2378258d13aeb,8.178269
a3c251eb71ac7769282f383672f19d3cf66f1b04,8.4776125
038dfa39ea11eb199e32e61fa4bd264d6d7ebc72,8.57295
f2c6f4d1250f2570b4dc5edfa7d0952ec4b7194f,8.280935
56df019984fc7a155fc18b5c4ecd2f52c497693e,6.1333184
79f071f88a5c4c3bd278b93f9f622e90e15a10f0,3.0683382
128ed4bebb12d030efad936db13d26a620bd620a,9.031222
28a125bc7a4d79ba10eeb2abdaa878d46eea4b32,8.36622
be7b5a55c3a0343bda6a2a6ad09c5cfe8714b27f,8.517641
301483d94b9efd8e7d95ca45979a6583215c1d58,8.275872
5faefa46d05d32e90b97c1cc9260bacd6c2f45de,8.881367
a593667aa30cd094ca66d70dbb5ee98fc64d38f0,8.396896
308b8bd2a17694ea81d601d025d5cb4ea6fc1fba,9.542587
c67df30ae6cf151f19df3e36d15f0361619ed47a,7.7523746
470647470caa15468e461e105a8ecd3b25a912f0,7.9057055
bf9e4a55173e6e65b88bbf4f18744ea043b07ed6,9.314274
3841fabcde0188d8dc9b3060cacffafa3450ec85,8.787379
5504396737eadc63295f751ebf765c22b35b23db,9.002806
df1a661311bcb75b3b3c258c46ab75819bd6d249,8.206114
a60f543d315ec120d2f433cdccc19342c9c3be02,7.8390794
aeae992591ef4a9423528eb6029301cbd29daff5,6.864301
b002ea316ac314e47c6aceffd6583bd300962387,9.291115
0297fd76b36e100882756e636bb03031255f57da,8.840009
eaffaa19471bbf9bba8fa5808dd0904474089ae7,8.526792
616bff7fefe77a5e5618f600b39cc1002b71867c,8.42157
1133fe0ca8444133bea1e55ef5b4026b5e8445fc,7.609986
bdc3fba009b4d570355de5bfedfb6766746789ce,8.247543
6bdbd12c28f576e6dc4242177fbf9829e65c4726,8.353701
97469bc8eac2e4fd57266fa9821a50561a4d8473,9.021973
070671333adf94dadc433fcafc872c6301dd0744,8.120239
fe659e147194c97b69278c8effb4041297398009,9.556001
501f6ef9ac0e3eaee34c2357da968672bafbff95,8.482178
08399013cfa671c37b50b71ef25f1b2fd606c009,8.982892
91ccfc470d803af51ecbb91da39db5592e3a3324,8.232109
254f59f316c0c9e98ce4d4ac6cb1718aef6d9f00,8.321222
dcf7777f614c11ed45f8ff82f2c44d7dd15889af,8.344228
1e59ca9160cbe32a3bebef6df4339e30a16d0dfd,8.30123
248ff20c10b7d18c30fc84ce214936f5bb440e6e,7.7543645
8b2735093e532de21b7aabee43b9c76278bdd5cb,8.670628
fe4316169ee8c83567ebc52bc629912ff65f14b6,9.002902
9a8ad4a46036cc65da3ce25da0a1b9e70f979655,5.649315
0d05b13c0460dbd3e3e99537d6eb4665b0dd194b,8.632025
5a7424ce2a160cc7bcb097b51942e1e1ce68ddb1,8.061411
57a668ff1e3df5afc4e593bbbbc39e9eae0a940c,8.615138
7f8b72d92d190113dbc807befe9e8033ecdda75f,8.850338
213a1a52e92bd478f671a4e614a7ee5b82ea4b91,7.1760464
f1fb0a22c3c46fe87eaf8bdd97d80ed51436f782,8.513807
e299749491b5a979701f0dedd4467ed53aaf7c7c,9.08066
9deeecfc873e74ca5ef8b27fb6b22bf7a536ab86,7.537555
0e63b2194be2efd4b5b5f2b6e2d77ac12aaadec3,9.774714
f382c8f54d9fc494b6d8cc0751f694f0acbddca2,8.630263
884afc60bb87e1f0d85311221487273fc5d13d13,8.236958
29c9f517c368a528325a1e38b51adf368923bb04,8.619425
04d32bf7b10a238244d3e1acc3bcf53a449daf99,8.764558
64c207f458782b92f681bc496f8a6763ac3b99c2,8.355306
add21f371c1ade0e82ccdacf7ce016dc151a6968,8.519441
76578f23a12fae71dcf7aff5aa48a7ace122f5f2,8.650107
69c377ef0f1c724f59024bd4c2a7fa5d36e50432,7.9457593
ad77e6368d86e38cbf14a33770ca16b204522863,8.789894
1e87dd3db07a664f4eb34b7e0a3ac578ca8846f9,7.9755964
a57d3a31b965e00aa208f4d499c0b3637f759838,8.967215
dd98462b95687767f50edcdc4758ff5237c0bcff,8.509281
14e9c7d5220ae70aadd1e37038e74bba41439d65,7.5889535
f7ce1b89f61b8a40a961d7fee02ea31d4b27583a,8.08396
ce5a9a38579b80879f4de53eaab2d0083b685d62,8.905069
f4984561cc406867aa796356b6bf10a2091e67fe,8.781815
0bd4c0cd006b55dbfa7806aa4b45926119ce9540,8.233162
05218d5a6d67f5c1d6305dffb907e940260304c1,8.821749
137ffd846ed245676a14f1d5e8676a4ef646182b,7.8695416
3b5d744051772f15e4bc3167d749711fa798b0c1,7.3585677
0b18b1d653e0d031e1aee9129432b668c4264d3f,8.549971
92e2b243f8ca7bf1ce773bedf8205980f034ff05,8.092631
155290f106d7951f353d1290f55d95a5a1535e90,7.667159
40c0843e6cba7960b4a4fc631d0831b9242a9778,7.9605474
b8b78832d415b2137aaa400ec638ca3828510a71,8.940497
b4742d304d9cd4891aac3cedf5905676e9fcc9d5,8.324339
3bdad6ba65de3948b9939ebd98d80b03fe3f8e93,8.048512
4d3eb0a9c08fa8d2fb11d00af22f7d582f106019,8.713753
2a8f1b3e408879bc12a312938c32061d9e29a4e9,8.803965
1a116d1e7d5af20a32ad9d0232b6803c70f7978d,8.340902
c1287b2f156f6963bdda82942a95288967e9422b,6.0514636
ef5d4cc5cd7a9d46f3e31572d97bd52423bae4e0,6.8354244
123c4ff5313ccf709b3bc4bd3365087685440c71,7.3779044
ebdfeac0c48444c5f4fd377145b2d97e12c78cac,9.366315
3dd2f099bd4cba1acad185a78c773972d450a899,9.045796
f01795183fd859bc35b074c06fd58b5e6623fb03,7.5290356
2d621dbbe38ec756f71d3d1ff5b1f2de707330be,8.765956
ca01f93cb3384006f7af5de96bc25f924ad8bd14,7.088749
34b6d0f0fe1617146945db60df615d0d9bb3a4d1,8.401031
c9c9df2ea1ddcc10cc57d4e1d92b2f8b33d94538,8.609255
d982afe8253215b9a75464a85bb061d5d5f7975a,9.116602
a99c3a5ba8f7e25ea61f79dd74cb89d6d8bf8a43,8.856898
3d8d550e8b7d9a0629bdd8e0ae73f8f0ac74b1a6,7.319857
b459886eb6e03f683c364b338a5c2f4776391dbc,8.970315
653de78f41ee12882a2cbc4177fb3c4e5c3eac28,7.8235936
add17ba1901ea9804a604aeed6ebe191d784785d,7.775561
1c095c774d9d1d3a4ddcf533186e7146fdbf92a7,8.561434
c757c72ff79910b22c548daf9067d6a682bdbb4b,8.369022
d8cb6954aff8cc17b05a205c949f36b46493eb8b,8.857442
26227f631ff63a4f02f7d69bda90131df9bab5dc,8.391708
2e2fe98cf7d490aba85a3eba367d9512bac08ce2,8.829535
014c59c6433fd764a0b08de6ffeb757eaf60aa73,8.026738
108f1062e8ab6d51f404e7f639e781edc9ae5eb2,8.659268
3469c710d9f5a4ef230caca3f99b1ed21411732d,8.33364
2f7bdf97a5978e8b7a4b3f69a474540c0c38498e,6.3799057
a832f98e370c27f9fbc8e0caec05700a96e89a4e,7.2934995
d5cc23d9ca216f0f8c6e5ada7c4e3284a3920958,7.9749465
61e1c151f6a90ea5a2f33930ed70e5a9f39b681f,8.312902
12d6e24985ac80a581968fb1f36d699e6dd1cd33,7.5552173
0367f82909c46a900501cc32d02b913923f75314,9.403489
8fa7abd9421e396273c3571b177340434fc132f6,7.1585402
fbf5d7997f35a05b4f296b7b70b08866c13db856,8.526655
c6e9fd605b75a5090b1879635a6db8da08b8a600,8.56677
a576ed0ff4b19b2c864b2c489227a491ac670b84,8.667315
de163edff457321dc540b375c7b316c7f9fe73cf,8.694514
11f61032ed64123d44a372930101fd5f3877e010,8.215465
5e5064a233c1402d302af4de9a442f32c934da4f,8.317824
92a1cd997867a6115b3d079903e63aba8dd214cf,8.559867
75b4f05700440a54255124cf44b8ca0d4252df85,8.554706
5b0ac0ebdcb3aaed7a9a3aa2f9c11919ccce9555,8.445642
1c3928fd78413712a00cd78e6ec020b2cfc666fa,8.182184
4586b41a1f104874583010a544bdd65113d2666c,9.554205
aa01429991aa756b651364d54b7b28c2bfeb6c3c,6.303627
3d9b6ed975620e48ca0a5aee5fd19f5db1db3b18,9.305179
263102b5e7fbad9de96373d99c0697d8db856bb0,9.215396
50708257bf26f0b517a6fa6acaa444d13f6006fc,9.375468
6c468e0d90bf790fd74609738544edd3f0e5c74c,8.835665
62b127e475e6cafbc1906e6fa5cae8d7b4da3ceb,6.9934316
50f17ae2d9048b293cc969aa8668b365f9773f1b,7.5338607
ff3fa2ec64294f37ae968159f810ebeda7966c51,6.626627
f7875ec1207504a229cd9b5ca132437c6bdd6a4d,9.269177
da37e77368c2bd5a7a9792749fd6ed83e05e2515,8.391482
28a0f5e69c747c78015cf8fb0eac804b9a733bb2,8.692222
1a651a0e1038b173950ab2be4fb4b3016d617aa6,8.947229
5baedd7fbc5ed01efdd5a078f7b3809491ac1722,8.173597
dfc34f90e58f60b101c824e10d74b8ad0c46a2cf,8.526596
5e030103a9bd01aba1285730aa1bce7cc90f7bf4,8.786177
06024da8147b5cf6105beb4c403f67cf1ff0aea1,9.527266
6154c47df672f6768571f878e472ff2808274cda,8.653256
4df58b4a53afe49f40e1c054f9a2e8553352e254,6.931977
ba0b274a12a5891f98da7f012d4c757aeb822917,8.594374
66caffe338b5140bd8ac35fd0000f867266bd08a,8.672095
e73e06dbdc983d0a3ccccdf754b85603dd0818e7,8.223156
a05a86b21a7d5922fed8c50f36d307ed7a8cc70b,8.297512
0601ede7fba3727ac6cae3653b12cebafea42863,8.59311
3b951429b4166a9149480e360687549e1069a209,7.6498075
3a1431fdc38caa2d40fdd0df60f76683af53a729,9.274803
1ce192d1bbeca43c01873d6cd5a6318f4050fa56,7.566003
505fea7b24ccbd0e28b51099a1e89ee317605916,8.975419
87322721181928972ce2b67242f61ff23275f3dd,9.014239
3f679f9f5c3b6c2a026bc0575cf7d5f3351a8db1,7.985489
c001ef5d0a98bae288e504e13db2f1d4533021f5,6.5613375
1ad3d49b185ea0e42354cd94ac86c60ae982616d,9.155984
a07cb417ba30c0e4d8cc3831f093740ece8be01d,8.6946125
503affec12fb99997f583ed73b60262572694795,9.663435
80cb3c3cef8030674baa141475951b20ae73089a,8.015842
6b05f3073cf136c387ede39d4e605eefa19a4886,7.790774
47e1eb91096f9e59b0faf185a88d41343c073d83,7.9118752
6fa8cdf96032a061ee3b601ee76a28dce25f4735,7.7609963
598a40125a414f949647ee201ecbe39553bedb6a,9.085971
7e4e1a800af30eb9922c09f9d751b0873e0dc467,8.316055
87ce4212940578f8ab9aaab4616b104ab515d4e9,8.699384
d2491eb9351f861cdcd439fd5d73883a6d681d6a,8.298432
44ede8e2b591b3b54fc25469d50e442459da73f6,8.676409
165e4e596c3bdade64bf0bd2491fa8234015f0d2,8.711326
9871e11a3a4574e6b565733fe3e565f13d670744,7.693887
a30f91cf4dd6e15b62a675de5087a6db82d61f51,8.357302
2b96fc96ee2e0090a42957d84ccd09cda2c72b74,8.827518
6eef887d0fd74edee1667f50dce5b41efbe0a180,8.241161
5b49681d3b05fba0fa5978673a6d871011186bce,8.799518
ccc7600e812ec5b6e75a9b4e2b04f00a48d1a9dd,8.6698265
3caf61bb383eed4daa553e074208e84cdbdd7df0,8.038834
aa2166a08738eb1a62d78686cce70fc5572d0607,9.068851
73c38d8466f153b974c09c066d1469f63b856d07,8.0330515
82f9404672305675b631cad221087429c078b8ea,7.697921
db4c010c135d84c00fee816a085360bca2537594,8.601452
3d8d3a121d5e9126056c0676ac7ad2661696a572,8.639543
8531dba6dd1818a4e3f3ba5e355e1e5ea9276afe,8.607567
951b5bb9ecd6593cecd2bd72fdf62a0785bd3b3b,8.837453
bca16481f37f3534abb04344ef1855b0e56140e3,8.499453
57a3b9aacc40db600c87c8b2cf110418021388d1,7.931885
f679eb92d1581b842e213a6d2a8a74a0b9ede984,7.9521766
df15664e980175f8ee9ea6687b81c59f3139406f,8.349593
bd53f29596985f567c39329a8f8da5100810f0fd,5.960367
cb713a14e9dcf23999265a8826e204beb646626b,3.3778942
fab22b3c9fd685c26953a5ffe073c4aa2a788c7a,7.8166447
66740228a725504db879896a9c28c03676fef710,6.4732785
8674a295a4ae610ccd77b60cbaa692db6a875761,8.636837
06490d06037ae75484a0a36a7a46e126b0b49495,8.335765
4e3603a6303b1bb5fb0ec4a0d8ec39ae3e0afe0f,8.131585
bdefe60060197430834e27ee0ecc1d775f5e2b89,8.781614
2cc30f03509be89ad3bfd483b2bd69c999798805,8.154941
4f0784758f47badc4dc66910c529236f8a45bf3f,8.6058035
9f605b4802c811805adc38ae19035ded09a5e4b5,7.6793146
dbc27d6c8a04413d73a885a7b2c2d8db605504fe,9.294557
3b0e56cb91cf7c26836c7fe857ef2fef62c2031f,9.037898
c15e04639eb35379bc74fd289f38b1c9d21e2278,8.37839
79c48e970f8b0e7a0e074bf7f0a3f201737dde3c,8.193638
0de8af23bfda13f21ed67e41a5aace53ff8aef99,8.857481
a65549b33ec5839c95aa1e9c2e50f74685ad7cc5,6.409544
0dd138a9a2b0349ede3fee340cb02e40197aea3d,8.2722435
6cecf8c09c3c7ca888a6e3fc2ede03a820c9c82b,8.320696
62cba18268cc16143359b59ebc94adf65af340a4,8.366375
89b7eb7ce1dccd4f6a7eb59017ac455cf1e57766,8.557811
c308727c618e21c478dba676bcea9d040d179f99,8.354955
647dd6aaab297d6a9328c244eec940904d58293b,7.54651
eb46bad8df84ccc42fb7bc9cc3a218247777367e,7.9675565
141e7bebd6db0745569c97910301a67c9962826e,8.713225
7d9accfb703fb86e2d5f39929309e7f273b46c79,9.293116
c787e77b224890e7fdcc8e2ca0c0577657d98581,8.339408
0799ab89dacde8042474f7bfe75a739fd151b73d,9.272673
94ec21d59f07c2091e0359a0085fa6c569ed30c4,8.88071
739d06c41287f6661d2c1879f42b56d45454e815,8.526808
ec62a3c21a4a116991338ac88863dff35157a1a7,7.886191
9081ee605de7c5e739569f3f829cba953cb918f4,8.12049
e2670654203c6b5aa850edf95ea9e293939963fd,8.519484
a75958bf7ddea02d2c0d5a300c83abfe240f3552,8.627552
19bb25163e0a13d6d2b1606c92e1366ad7fd8341,8.358749
1cfda392887d01754199fa5f5cecf6ea3c9b0fec,8.336855
c484db51bb8e5e6218578a71ca541b135c2aa1ff,8.780828
bda97a680a69285ab84aefb75abb53676e7f6b55,8.375932
f2efe01b5b7d2613529468857009a02a3cc820b6,5.25281
7f5f84b208b2889ece946b277eaca95d838072bd,8.657648
ac7569c6eb788ec3ca408850d164b68f73bb148b,8.236044
911315669fafba0a06cdbf08da7cff7e81f49759,8.935382
34ffbe3d2820a74472b93e9dcabc0e17f75e779c,7.831964
ac6104bfab84b79b7ff1f01c576e2b7442988f38,9.238585
80fc80505e08153a938e34945ea74064467c5e12,6.4688377
1c38445c67beb9a58777c87a9c059cea1ccf2223,7.9342923
89cd14d1bb26c559102e9080a85ffa977cde7fda,7.460996
e90cd427d5e229999107e56e3f06953f3108635a,8.413268
a130e19ad47a6849ba0261a7a81a8d9bb93f3a7a,8.383012
baccf806cbacabe5f3a91ecd093cf36b4db436a6,8.10102
605308a2fcb585adb29bd7cc4dc153faa8ab9702,8.495059
7adf5597380b3d9048a47387095d5342a24c07da,7.8047156
c6b1b85455fc8ae7de258ff95875644d77f55254,7.8478975
b7ea6b3de19afe8e98d52228dfcc3f3027f18891,8.043192
5066b74051c3f9ac880db30439338aaa8fb1c7fc,8.3495865
c2dc9b42636e453c1ad8e7a5e490654d39dc303b,7.9402447
4ae698929993e35feef8c07911edb16212f5cf4d,8.254767
cfe97f961ec4d2fc578ef0aaf87f52c54a9aa181,7.883242
25501bb976f5234f69a8cb767dc5b4ab87a9021e,8.264906
11f93249faeb096567269266fbebfc3b0f6b5dc1,8.5910225
710b29019a8c45dfca3eec6a5a92b7d3bfc06cb9,8.605303
c4dc23da121e0654017198804449e35b2e9c2027,5.45138
ea79d40b446a3660b4d0b01e53fc4a14bc18f60e,7.127018
2ebc44186d8093752e9c9ad97b67114006718300,8.494433
b51b95c923fbe5e4f47342faa554cacb44477016,8.936092
b0f303b4bc78b12a467c465db3b050425eadbf64,7.9969215
7121c17a0f6576cafa8c7c029158ad3a81873411,8.571994
7341e1b59de6c74569853631605d1dc2d2da2e0a,7.542126
ef02ce9a2a904477907fe9135cdcbf1652180d31,8.097059
908ccf9bf5e0e7ab597a09fa19d91b1a5563b43b,8.591147
cd2cc30c2a3c6b967fc897beaeae9d3482163a21,8.684837
6978f24f45757e6d0c3a352bf35d073d14b46c6a,9.523672
05b7c7d664702d3677ddbf5a03e976e24b16544c,7.890469
52011a00e43fa9e527dd0b121ddd133547981b24,7.750265
e460fd665c3f541f48ac4503abf2e90b9bbb3b94,8.066003
f77371745c51f549f9a641110e52f255aaed0f10,8.315682
7dc6bcdd4ba4cc84cdbf70b50cb26a72cec3db1e,8.52531
0ac20d28419a43394bc94b257c7aab70e87f1675,8.456247
9938999e257ea21c657f6c63ff386937544987aa,8.334027
0304aa9c12a1c900dcb4413c6a4ce40cc05b1696,8.312637
7b7d0625e7d073af7c6fa7c1df5ca43ab1232aba,9.612858
a05ee87ddc674ddf01518fe125eaeec0820ea53e,6.9882574
081cbf0e54173c1b4c90be93a514521bc9c710fb,8.99118
74381df8a16f12280ebd12d45f8fff4fbcbcc4c8,8.344454
6a321021dc357c030017f099c3d1b430bb0d1b65,8.298872
913eb5b320c3f4b475e8064303960997b0dd7a9f,8.158363
e9a8e1a87eb55c0dc1787fcaed22be98d9cc1ed0,8.198008
29a9c1bfe53383e21dc534379f5fd64c4efd4305,8.907513
8b43c7696dc13421431102cb4385363ee33513e0,9.119791
138c5848f009c004f0b8e2379316d5ec18332ff8,3.6666796
1d2f411ed3ef95a96dea54ce6a09c0d0b65b6a7f,8.115919
33ead7fc0a3cd59c67bb412d705c5f5b9cedccfe,8.506917
3cde31c0a8378da5d6c2767652ec108deb9135a6,8.952961
a99ed97ee0e4d81fc9a8a5a5baaba5407a897b84,7.2971168
8d9b19c2ff7d630d2d48932f3c1d35aaa97ad51f,8.877561
920523a6f06947927c3d1b9c2c902fae6eb740a1,8.42931
9d549d02a71100ae95cf02deb371138097549edc,8.351388
8c5d6de5fca9e769de9676c911d9e082ec1a9fb4,9.611768
8968e2c95fd09b05d48b4b094529d54d06bf6da5,8.678797
f8da0aad0792d4f2d30881abdbfd4029dc264842,7.38679
52292d33bf302f4cc04f07ef928db72b2736c06d,8.1198635
2c93a0edb553ae495ba9ca047361240c278f6cf8,8.220395
cf6788dceae33f7826997b7fa99b5189cff1aa4d,8.593216
6ec34c1674a54a0b43f8bc4570e2188a4937da15,8.580544
908365770c09838aa1bc1874bf3915779910e775,8.234566
d4a5c57c98a9d8e16b1dd93042d22cc422772b0d,6.107644
c195c2ea359350b81a96211ccb40d03fb0501e7d,8.237502
77051baba74aab402905de65e8e0bf18e2907ca8,8.929725
0821ac06ae77101d7dd9b8dd103f79ffa46657ab,8.310991
c8332f72a4f6049ef2f28e4a0fcbde9d142c8591,7.7973485
2290d198e0649ef4dcfb6cd22d36d87969fb7bfb,8.748002
c0c13857d74703fa66da743d1d670bc2b9957f7b,9.093634
89d4e10b3c250c027e108d10ebc00bda239e7e39,8.838254
fcdf51cf37b314ebc57038046b859b3172117f4f,8.787784
cdea6ad7a63edbcba925717a8c64328c255a0450,8.948822
859c3b6fce7256abf5acfef957e6c04134c01e4b,8.67396
911f5eafac3def56e71836d495b740cd059edbcf,8.359664
