"concat('it001', username)",n_assignments,n_problems,pre_score,coefficient,n_languages,is_final,n_failed,mean(avg_time),max(avg_time),mean(avg_mem),max(avg_mem),mean(max_time),max(max_time),mean(max_mem),max(max_mem),n_code_runnable,n_compile_error,n_syntax_error,n_pending,QT
0538762f44e8dfb07dc26c8c771f06080b9b2dee,6,41,5089.925,100.0,1,44,477,0.01687967032967033,0.6003846153846154,56.522075702075696,1785.6,0.025583333333333333,0.94,126.96666666666667,5316.0,103,17,0,0,8.0
056711f171807d5b28f83e7afeb3d7e18ec3a5d9,7,30,4501.177215189873,100.0,1,45,579,0.0003892405063291139,0.009999999999999998,171.57805907172994,2128.0,0.0006329113924050633,0.03,208.20253164556962,2128.0,139,19,0,0,10.0
0577e3c1b0a6df46c7fef07f400b42811cc77250,11,107,5342.047846889952,100.0,1,107,1745,0.030383412744814157,0.6065384615384615,276.07146173309604,6026.4,0.08882775119617226,1.08,625.1004784688995,10044.0,359,59,0,0,9.5
057b868ab03f5596f4a8c2e579c401f2fe9a2dfe,9,22,5206.365853658536,100.0,1,21,45,0.01474671669793621,0.6046153846153847,31.639774859287055,1297.2307692307693,0.023170731707317073,0.95,48.390243902439025,1984.0,40,1,0,0,8.0
05b134c1a682085880fb7ce76d221a48955e5b8a,9,55,4316.293617021277,92.34042553191489,1,73,913,0.030163339314984966,0.9520833333333334,283.5705271504385,3308.8333333333335,0.04885106382978724,1.11,415.3531914893617,4072.0,169,66,0,0,9.0
05b7c7d664702d3677ddbf5a03e976e24b16544c,4,64,4780.2215568862275,100.0,1,64,251,0.0,0.0,73.75808383233533,2188.0,0.0,0.0,74.94610778443113,2188.0,107,60,0,0,8.0
05ed34d40112c0d0c446cb9c00fa6e14851a7aa1,9,55,3144.096866096866,100.0,1,58,2542,0.05687767523125148,0.6061538461538462,503.51784369976,59029.89473684211,0.10586894586894587,1.02,854.7008547008547,80112.0,258,93,0,0,7.5
05f7b04136abf33daf80973c0942a91751222e1e,7,109,6892.9064327485385,100.0,1,113,521,0.0061228070175438605,0.11875000000000001,152.292425508215,2179.8333333333335,0.016900584795321638,0.53,307.69590643274853,7644.0,143,28,0,0,7.0
0601ede7fba3727ac6cae3653b12cebafea42863,5,86,6551.978813559322,100.0,1,86,511,0.007686440677966102,0.11000000000000001,46.342372881355935,1190.4,0.0722457627118644,0.55,379.35593220338984,10044.0,203,33,0,0,9.0
06024da8147b5cf6105beb4c403f67cf1ff0aea1,1,5,6778.75,100.0,1,5,2,0.0022596153846153847,0.018076923076923077,10302.865384615385,80272.0,0.0025,0.02,10515.5,80272.0,8,0,0,0,
0603b8a222e368a7727190b2883c7ad7b96ce5ac,4,64,4425.292682926829,100.0,1,64,771,0.004463414634146341,0.524,61.40813008130081,2188.0,0.008699186991869919,0.54,76.73170731707317,2188.0,183,63,0,0,8.5
061a128e882272cd17340c8feb637cd0ff9e5dbf,13,79,6179.446153846154,100.0,1,80,456,0.005979815246481914,0.5245454545454545,51.847935767935766,1984.0,0.016564102564102567,0.54,126.66666666666667,2376.0,163,32,0,0,7.5
062e8c58d3f85428aeed19095d12dcab6806f2ac,9,57,5119.084656084656,100.0,1,57,734,0.0136180617174406,0.432608695652174,79.10664169049262,2010.608695652174,0.06317460317460317,1.04,271.32275132275134,3552.0,155,34,0,0,7.0
063c339a318b967ec77cd523f9ae4c62a7afa083,9,66,4132.303571428572,100.0,1,66,760,0.016837755102040816,0.527,100.3078231292517,1987.142857142857,0.051000000000000004,0.54,234.38571428571427,2140.0,191,89,0,0,6.5
06490d06037ae75484a0a36a7a46e126b0b49495,6,79,6390.004854368932,100.0,1,92,420,0.011779145866907747,0.6388461538461538,58.935725796941945,2136.4210526315787,0.020097087378640778,0.95,96.75728155339806,3244.0,167,39,0,0,9.0
0659d0431565eaacdc601973560ee8331f910947,9,79,4285.146788990825,100.0,1,79,979,0.011300567933595457,0.5562857142857143,100.26210201623046,10044.0,0.013119266055045872,1.04,127.79204892966361,10044.0,236,91,0,0,10.0
06b43a9d40f16603a72a6333318a5086b7bb7e12,10,91,5594.666666666667,100.0,1,91,895,0.007126897860593512,0.59,161.9727812284334,10044.0,0.013478260869565217,1.04,392.9710144927536,51220.0,229,47,0,0,8.0
070671333adf94dadc433fcafc872c6301dd0744,8,55,3490.9493670886077,100.0,1,55,457,0.0015967450271247739,0.2522857142857143,34.509945750452076,1984.0,0.006582278481012658,1.04,42.63291139240506,2768.0,100,58,0,0,8.0
073de6e606b6b7f3f44a8e8301ee87c3c978a2e2,10,99,4382.089918256131,100.0,1,99,1367,0.012940962761126249,0.5246666666666665,71.09827429609446,2128.0,0.020435967302452316,0.55,119.66212534059946,10044.0,264,103,0,0,7.0
076cc92aff4d582b4b87ff0d111496e4a646b12b,5,70,5188.191011235955,100.0,1,70,635,0.008659176029962546,0.525,77.62397003745318,2376.0,0.009438202247191012,0.54,80.2247191011236,2376.0,143,35,0,0,9.0
0785a61c54bc37c6ddad3c02b29d1f9e15adf85b,4,57,5540.190751445087,100.0,1,57,464,0.01553179190751445,0.5209999999999999,133.81271676300577,10044.0,0.030404624277456646,1.04,184.85549132947978,10044.0,138,35,0,0,10.0
0799ab89dacde8042474f7bfe75a739fd151b73d,7,20,5384.615384615385,100.0,1,20,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,6,0,0,10.0
080df7c3716ee6b773c346c67056400fc235ffec,14,84,6600.96,100.0,2,84,424,0.022473109697320224,0.6207692307692307,426.99321049877443,20703.78947368421,0.0348,0.95,545.6685714285715,33664.0,155,20,0,0,7.0
081cbf0e54173c1b4c90be93a514521bc9c710fb,7,18,8200.0,100.0,1,18,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,9.0
081f6737145108d2cfb3e432f03d59670bae3ded,7,44,4843.456026058632,100.0,2,45,1322,0.014417842924357584,0.5275555555555557,1076.9352256863658,11752.0,0.040749185667752444,0.67,1325.8110749185669,31280.0,242,64,1,0,6.5
0821ac06ae77101d7dd9b8dd103f79ffa46657ab,5,20,4959.722222222223,100.0,1,20,381,0.06530864197530865,0.7366666666666668,233.76790123456792,1677.3333333333333,0.10092592592592593,1.07,354.51851851851853,2960.0,48,6,0,0,7.0
08399013cfa671c37b50b71ef25f1b2fd606c009,12,103,4967.830409356725,100.0,1,104,1197,0.02497269123100148,0.8064285714285714,146.6979261018042,6026.4,0.04684210526315789,1.04,236.69005847953215,10044.0,284,58,0,0,9.5
08838c74dc4154d8f49b1408d27fb46ccb92d329,10,54,3409.0976744186046,100.0,1,54,1445,0.03945004625782392,0.8014285714285714,323.7811030005596,5649.75,0.08493023255813954,1.06,645.2837209302326,12020.0,165,50,0,0,8.5
08b8ccf18df77b125fb5306e9ffb55ad284e1872,9,25,5784.313725490196,100.0,1,25,25,0.0,0.0,116.70588235294117,1984.0,0.0,0.0,116.70588235294117,1984.0,48,3,0,0,9.0
091ed1fe8fc042e202205f09f3d49a065c0f4da2,8,28,5473.2835820895525,100.0,1,28,276,0.025298507462686567,0.57225,123.00085287846481,2592.8,0.07074626865671642,1.05,300.65671641791045,3704.0,62,5,0,0,8.0
092370bceb84374c83ca09e8d8f93c837d923bc7,9,66,6307.388888888889,100.0,2,74,1174,0.011080433275242484,0.37769230769230766,270.96475669540695,15192.896551724138,0.03375,0.84,888.1296296296297,80108.0,199,17,0,0,10.0
09cbbae64d03af8ca53224aaef7657171ba27f50,4,20,8616.689655172413,100.0,1,20,105,0.009058529258098224,0.2318181818181818,58.86755485893417,985.0,0.04379310344827586,1.03,422.0689655172414,3940.0,28,1,0,0,8.0
09cbe188b9d1e965edf6c1c46a96b9306ec2f329,10,104,2561.176785714286,100.0,1,104,2026,0.022149145571690215,1.024375,127.39622710622712,2128.0,0.03533928571428571,1.04,189.2,2644.0,311,249,0,0,9.5
0a2c78cee9afdc522c5f0fae46937138f47b152b,2,22,2555.3984375,100.0,1,22,339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,65,0,0,9.0
0a99205e11c0c6d86b348a926f693d6529e0210f,8,19,3197.3684210526317,100.0,1,19,27,0.0,0.0,208.8421052631579,1984.0,0.0,0.0,208.8421052631579,1984.0,50,26,0,0,9.0
0a9b6ec3e82e8a2527b21eb3420a6d9b72f4f71e,8,62,5507.733905579399,97.6824034334764,2,63,2848,0.04462655304460245,0.7724000000000001,2085.3626446501025,73432.33333333333,0.13686695278969957,1.55,4530.472103004292,80108.0,213,20,0,0,8.0
0aad9682c3c4280eb05dbd27e6cab55f4b1ae4b4,2,9,5888.277777777777,95.83333333333333,1,9,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,5,0,0,10.0
0aaebc88f6106684d6993c156104c1ef36cf94e0,4,50,4065.3697916666665,100.0,1,50,766,0.0027343750000000003,0.16,35.75833333333333,1984.0,0.01890625,0.53,104.375,2184.0,149,43,0,0,
0ac20d28419a43394bc94b257c7aab70e87f1675,7,51,4669.36312849162,100.0,1,51,566,0.00010375099760574621,0.018571428571428572,8.701959741065885,1447.4285714285713,0.0006145251396648044,0.11,51.687150837988824,7268.0,137,42,0,0,9.5
0aee33404db5dc946de8c70be37c6e82582885c6,8,57,4559.2827868852455,90.98360655737704,1,71,1257,0.07062618613567473,0.74275,347.09702781337904,3285.3,0.16639344262295083,1.07,803.3934426229508,5972.0,191,53,0,0,10.0
0af47eed4e0bd9c21637fc39db8fc17fedb6b1c0,10,101,5469.19,100.0,1,101,394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,52,0,0,7.5
0aff6f7083979073168bbdd6c227015eb09eced9,5,43,5126.753968253968,100.0,1,43,351,0.014997732426303855,0.52,220.29448223733937,1984.0,0.024285714285714285,0.55,251.93650793650792,1984.0,107,19,0,0,6.0
0b066d297dd2f4288d95b0f4a92a8af79b542bf3,10,82,5757.472222222223,100.0,1,82,332,0.024876612983592387,0.6019230769230769,137.81825019204882,1984.0,0.04715277777777778,1.04,207.41666666666666,2768.0,110,34,0,0,9.5
0b18b1d653e0d031e1aee9129432b668c4264d3f,5,99,4992.623853211009,100.0,1,104,875,0.004155963302752293,0.472,21.842201834862383,1984.0,0.00507645259938838,0.58,24.269113149847094,1984.0,251,76,0,0,7.5
0b26c12ecc1bc4c1f127d5e6f6302b1b0b584faf,1,5,0.0,100.0,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0,7.0
0b4355398b9c16ac0a7f559752e83b655f5aa6c7,1,2,2600.3333333333335,100.0,1,2,24,0.1835897435897436,0.5507692307692308,521.1794871794872,1563.5384615384614,0.31666666666666665,0.95,881.3333333333334,2644.0,2,1,0,0,10.0
0ba5c041f797e8baecc5f32034046994b801cbcf,1,5,3845.68,100.0,1,5,109,0.047439999999999996,0.161,198.4,595.2,0.1912,0.54,714.24,1984.0,20,5,0,0,4.5
0bd2037bf68a97753e5e67ab55dac026a649f279,5,54,4550.186363636363,100.0,1,54,731,0.013943939393939392,0.44166666666666665,59.82060606060606,1653.3333333333333,0.01740909090909091,0.56,72.14545454545454,1984.0,163,57,0,0,6.0
0bd4c0cd006b55dbfa7806aa4b45926119ce9540,9,61,6130.828025477707,100.0,1,61,392,0.0007006369426751593,0.11000000000000001,13.102514247401944,1461.8947368421052,0.003439490445859873,0.54,25.273885350318473,1984.0,134,23,0,0,7.5
0bf111a9caedf02804f6991792490e63bc21058a,6,65,6355.753768844221,100.0,1,82,856,0.008514135872835662,0.3734146341463414,61.062995520422575,2116.6315789473683,0.028341708542713572,0.55,191.11557788944722,6508.0,176,23,0,0,
0bf71ee0dbde0fb1033887111d3094c61e66f44b,8,59,5809.393103448276,100.0,1,61,828,0.03471178942948453,0.9647747747747749,742.3283972530796,73421.33333333333,0.054827586206896546,1.07,1425.103448275862,80108.0,124,21,0,0,10.0
0c67423aa82630d4406e9477bb7462db4df09c4d,9,68,4412.510250569476,99.8861047835991,1,69,6146,0.057687487365675076,1.0276,463.5955122294795,56750.72,0.18466970387243736,1.23,1134.3143507972666,56760.0,379,60,0,0,8.0
0c9cad573ea42e5a8d9058b834cbc9255128d54b,6,26,5604.166666666667,100.0,1,26,27,0.0,0.0,82.66666666666667,1984.0,0.0,0.0,82.66666666666667,1984.0,46,2,0,0,10.0
0cab57d7705bafe60116d29a1019a774cd661f02,10,100,6358.075471698113,100.0,1,100,359,0.0017122641509433965,0.053000000000000005,21.528301886792452,1984.0,0.01712264150943396,0.53,102.9622641509434,1988.0,171,41,0,0,10.0
0d05b13c0460dbd3e3e99537d6eb4665b0dd194b,9,78,7187.617834394904,100.0,1,78,393,0.03326857749469215,0.533,133.9515923566879,1984.0,0.051273885350318474,0.55,202.19108280254778,1984.0,149,8,0,0,8.0
0d667a9fcdc7162fa7182f0e14302a56dbe700c5,4,17,2923.35,100.0,1,17,282,1.25e-05,0.001,0.0,0.0,0.000125,0.01,0.0,0.0,49,31,0,0,5.0
0d815307d5307124d148bbebfb41497230c4bd15,1,3,3754.5,100.0,1,3,50,0.04129352226720648,0.3805263157894737,1150.6275303643724,2522.315789473684,0.1,0.54,1804.4,3428.0,10,0,0,0,
0dd138a9a2b0349ede3fee340cb02e40197aea3d,14,87,5825.605042016807,100.0,1,87,675,0.02323952212463933,0.8049999999999998,126.41007139697984,2241.4736842105262,0.043823529411764706,1.05,212.73949579831933,3424.0,199,39,0,0,7.5
0de8af23bfda13f21ed67e41a5aace53ff8aef99,11,109,5210.45652173913,100.0,1,109,968,0.0067173315814620166,0.5715384615384616,38.21256352343309,1484.5714285714287,0.013559782608695652,0.94,86.57608695652173,2768.0,273,95,0,0,10.0
0dfa65b4dafad47b15abbfd6c6ce1aeb213901cf,5,23,1771.3162393162393,100.0,1,23,516,0.010754985754985753,0.4336666666666666,42.39316239316239,1653.3333333333333,0.014017094017094018,0.55,50.87179487179487,1984.0,56,61,0,0,4.5
0e0d9e9f9bc2173402e77be7eaaaf0d562168009,3,21,4048.8837209302324,100.0,1,21,267,0.0,0.0,69.20930232558139,1984.0,0.0,0.0,69.20930232558139,1984.0,65,21,0,0,6.5
0e346c62a6706465a1c49c59224eed1cdb5f7f5c,5,59,5716.718390804598,100.0,1,59,497,0.02222030651340996,0.43933333333333324,106.76698014629048,1653.3333333333333,0.028160919540229888,0.55,136.82758620689654,1984.0,132,42,0,0,10.0
0e51dc16b3d9de6cbcada8abb58ddeddb448b6e8,5,97,4271.916398713826,100.0,1,97,677,0.002247741540346042,0.23666666666666666,18.18135048231511,1984.0,0.0051768488745980714,0.54,25.517684887459808,1984.0,195,116,0,0,10.0
0e63b2194be2efd4b5b5f2b6e2d77ac12aaadec3,1,1,5000.0,100.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,10.0
0eb93817d6eb3d5bd3e44dbc75971eea193b924f,1,4,5429.4,100.0,1,4,0,0.008513157894736842,0.01625,992.7421052631578,1991.5,0.1,0.24,1243.2,2176.0,5,0,0,0,
0ee9ac569e379f04a42a18c88cca093ef1121ab8,6,17,2903.2258064516127,100.0,1,17,34,0.0,0.0,352.64516129032256,1988.0,0.0,0.0,352.64516129032256,1988.0,59,3,0,0,9.0
0f0664021ebbec70b1d3bb5a5419e22507179671,7,110,5345.977707006369,100.0,1,113,2024,0.12019922876658873,0.8064285714285714,2345.883847685592,119694.93333333333,0.20238853503184712,1.04,4943.006369426752,246284.0,282,32,0,0,6.0
0f8c46242826be3cbe5e14f5773ee1da97697024,10,65,4869.248908296943,89.51965065502183,1,83,944,0.04946716884769356,0.9391666666666666,346.54461928506475,5692.3,0.06917030567685589,1.1,610.2532751091703,8112.0,180,49,0,0,9.5
0fbb7000a8fd1f413cd7a06ec7baf2b1f6eb493a,5,35,4522.095588235294,100.0,1,35,364,0.014250094268476622,0.6038461538461538,139.17473604826546,10044.0,0.048014705882352945,0.94,278.0882352941176,10044.0,94,42,0,0,7.0
0fbef055915162cb6d6501558499544d6dedb799,9,34,6942.307692307692,100.0,1,34,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,0,0,0,9.0
0fc728b5b267485042d587eeac067b6c4e2a1d15,7,70,6258.818930041152,100.0,1,70,415,0.02007018747142204,0.526,1428.2551440329219,21516.0,0.06576131687242799,0.54,4230.831275720165,41048.0,209,34,0,0,7.0
0fc74820b7bcdd23c196f494e7686305acbdc71e,5,43,4113.836065573771,100.0,1,43,434,0.01889344262295082,0.527,120.34098360655739,1984.0,0.03483606557377049,0.54,178.88524590163934,1984.0,95,27,0,0,9.5
1004df3c370eb09604c10fd89f9e86a2c037a7dd,2,29,3544.057471264368,100.0,1,29,279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,20,0,0,9.0
10208a0e6cd46ed16c4fd6b83f3993696ace5495,4,61,6224.595419847328,100.0,1,61,376,0.007763358778625955,0.523,290.6809160305343,34111.2,0.00900763358778626,0.64,488.67175572519085,48144.0,116,15,0,0,9.0
10253729dc5e3b0b2d3dddc37638199910394daf,11,105,5305.1510989010985,100.0,1,104,965,0.00840694561848408,0.6069230769230769,71.51005027361303,2008.8,0.013736263736263736,0.95,114.8021978021978,10044.0,282,82,0,0,10.0
1032e725ab35f7bffc504759477f8243066a026b,4,50,5293.950920245399,100.0,1,50,471,0.0003768624014022787,0.03642857142857143,63.793865030674844,2008.8,0.004662576687116564,0.51,333.6687116564417,10044.0,131,32,0,0,9.0
108f1062e8ab6d51f404e7f639e781edc9ae5eb2,4,53,4431.6,100.0,1,53,530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,57,0,0,10.0
10ab3b376215f6afcfc642ea66a50f92cf944717,1,1,0.0,100.0,1,1,52,0.029038461538461537,0.058076923076923075,992.0,1984.0,0.045,0.09,992.0,1984.0,2,0,0,0,10.0
10e3359db56b99eb2f621d7c875f3c26cdd01a64,11,91,4519.560137457044,100.0,1,91,786,0.0197403861888398,0.53,182.02277859597447,1992.6666666666667,0.03972508591065292,0.55,287.2302405498282,3552.0,207,84,0,0,9.5
110da1d7ba2be3ffa13d62c7ed8b917e5dcebece,5,36,6762.080645161291,88.70967741935483,1,36,125,0.03209426057813154,0.5236363636363636,148.74470046082948,1984.0,0.04370967741935484,1.09,172.6451612903226,2768.0,53,9,0,0,10.0
1133fe0ca8444133bea1e55ef5b4026b5e8445fc,6,43,5327.616935483871,100.0,1,46,1389,0.02801262850053173,0.5688461538461538,131.92083185631571,1984.0,0.0617741935483871,0.94,250.66129032258064,2644.0,234,14,0,0,8.0
117d3bf4a5deb7a9f3422f088e10bb3f8eeb7e12,16,89,5654.078189300411,100.0,1,93,656,0.010228565240261148,0.8128571428571428,93.23415376046955,2242.5263157894738,0.021069958847736627,1.08,198.6008230452675,10044.0,201,42,0,0,8.5
11f5d8226ebf0108a5a4ecad896a990ecb369247,4,23,3973.8,100.0,1,23,224,0.03221538461538462,0.526,122.0923076923077,1984.0,0.03353846153846154,0.55,122.0923076923077,1984.0,49,16,0,0,5.0
11f61032ed64123d44a372930101fd5f3877e010,16,110,4841.571428571428,100.0,1,111,1322,0.02213803459634474,0.8064285714285714,104.96037181549265,2242.1052631578946,0.052571428571428575,1.05,229.6727272727273,3424.0,283,102,0,0,8.0
11f93249faeb096567269266fbebfc3b0f6b5dc1,10,74,5728.306748466258,100.0,1,74,437,0.001280163599182004,0.20866666666666667,17.040490797546013,1984.0,0.0032515337423312885,0.53,24.34355828220859,1984.0,133,30,0,0,10.0
123c4ff5313ccf709b3bc4bd3365087685440c71,8,66,5051.496598639455,100.0,1,66,258,0.000675413022351798,0.051428571428571435,3.8639455782312924,284.0,0.0071428571428571435,0.54,27.047619047619047,1988.0,100,47,0,0,1.5
12607a7c2283944afc08e1ce4df79ba688a31f74,6,107,4775.728260869565,100.0,1,111,1996,0.012962467484206616,0.53,172.35239687848386,10044.0,0.035724637681159424,0.57,288.21014492753625,10044.0,464,88,0,0,7.0
1271071dc622e3a72b0ef187b6e955b9d59db5f8,5,19,2216.867469879518,100.0,1,19,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,37,0,0,7.5
127974170c7fb2e3945a3c5b666bb7f6dadc87ad,6,113,5777.298245614035,100.0,1,125,575,0.0210046783625731,0.5260000000000001,194.04070175438596,4713.6,0.03729824561403509,0.55,309.99298245614034,10044.0,236,49,0,0,9.5
