hash,TBTL_predicted
a593667aa30cd094ca66d70dbb5ee98fc64d38f0,6.7907267
308b8bd2a17694ea81d601d025d5cb4ea6fc1fba,7.339631
c67df30ae6cf151f19df3e36d15f0361619ed47a,5.7515264
470647470caa15468e461e105a8ecd3b25a912f0,5.9817605
bf9e4a55173e6e65b88bbf4f18744ea043b07ed6,6.845145
3841fabcde0188d8dc9b3060cacffafa3450ec85,8.093458
5504396737eadc63295f751ebf765c22b35b23db,6.1197534
df1a661311bcb75b3b3c258c46ab75819bd6d249,7.53815
a60f543d315ec120d2f433cdccc19342c9c3be02,6.8484917
aeae992591ef4a9423528eb6029301cbd29daff5,5.9154325
b002ea316ac314e47c6aceffd6583bd300962387,7.9884644
0297fd76b36e100882756e636bb03031255f57da,7.6989737
eaffaa19471bbf9bba8fa5808dd0904474089ae7,7.767738
616bff7fefe77a5e5618f600b39cc1002b71867c,7.4432383
1133fe0ca8444133bea1e55ef5b4026b5e8445fc,7.6562395
bdc3fba009b4d570355de5bfedfb6766746789ce,6.014364
6bdbd12c28f576e6dc4242177fbf9829e65c4726,6.5908976
97469bc8eac2e4fd57266fa9821a50561a4d8473,7.829116
070671333adf94dadc433fcafc872c6301dd0744,5.29488
fe659e147194c97b69278c8effb4041297398009,6.545922
501f6ef9ac0e3eaee34c2357da968672bafbff95,6.896801
08399013cfa671c37b50b71ef25f1b2fd606c009,7.7769575
91ccfc470d803af51ecbb91da39db5592e3a3324,7.5985007
254f59f316c0c9e98ce4d4ac6cb1718aef6d9f00,6.2926016
dcf7777f614c11ed45f8ff82f2c44d7dd15889af,6.292303
1e59ca9160cbe32a3bebef6df4339e30a16d0dfd,6.860248
248ff20c10b7d18c30fc84ce214936f5bb440e6e,5.8893275
8b2735093e532de21b7aabee43b9c76278bdd5cb,7.729274
fe4316169ee8c83567ebc52bc629912ff65f14b6,7.313514
9a8ad4a46036cc65da3ce25da0a1b9e70f979655,3.5224745
0d05b13c0460dbd3e3e99537d6eb4665b0dd194b,7.008851
5a7424ce2a160cc7bcb097b51942e1e1ce68ddb1,6.710599
57a668ff1e3df5afc4e593bbbbc39e9eae0a940c,6.9437375
7f8b72d92d190113dbc807befe9e8033ecdda75f,7.7976456
213a1a52e92bd478f671a4e614a7ee5b82ea4b91,4.925001
f1fb0a22c3c46fe87eaf8bdd97d80ed51436f782,6.025806
e299749491b5a979701f0dedd4467ed53aaf7c7c,7.314361
9deeecfc873e74ca5ef8b27fb6b22bf7a536ab86,4.932064
0e63b2194be2efd4b5b5f2b6e2d77ac12aaadec3,7.6168857
f382c8f54d9fc494b6d8cc0751f694f0acbddca2,7.273702
884afc60bb87e1f0d85311221487273fc5d13d13,6.661764
29c9f517c368a528325a1e38b51adf368923bb04,7.2846303
04d32bf7b10a238244d3e1acc3bcf53a449daf99,7.218191
64c207f458782b92f681bc496f8a6763ac3b99c2,6.6688595
add21f371c1ade0e82ccdacf7ce016dc151a6968,6.7909055
76578f23a12fae71dcf7aff5aa48a7ace122f5f2,7.5495577
69c377ef0f1c724f59024bd4c2a7fa5d36e50432,4.4861026
ad77e6368d86e38cbf14a33770ca16b204522863,6.8825436
1e87dd3db07a664f4eb34b7e0a3ac578ca8846f9,6.1863365
a57d3a31b965e00aa208f4d499c0b3637f759838,7.024983
dd98462b95687767f50edcdc4758ff5237c0bcff,7.78613
14e9c7d5220ae70aadd1e37038e74bba41439d65,5.872936
f7ce1b89f61b8a40a961d7fee02ea31d4b27583a,6.499961
ce5a9a38579b80879f4de53eaab2d0083b685d62,6.9037066
f4984561cc406867aa796356b6bf10a2091e67fe,7.0249634
0bd4c0cd006b55dbfa7806aa4b45926119ce9540,6.701715
05218d5a6d67f5c1d6305dffb907e940260304c1,7.618802
137ffd846ed245676a14f1d5e8676a4ef646182b,6.1653724
3b5d744051772f15e4bc3167d749711fa798b0c1,5.6586847
0b18b1d653e0d031e1aee9129432b668c4264d3f,6.753473
92e2b243f8ca7bf1ce773bedf8205980f034ff05,6.2140036
155290f106d7951f353d1290f55d95a5a1535e90,4.6014442
40c0843e6cba7960b4a4fc631d0831b9242a9778,4.5772905
b8b78832d415b2137aaa400ec638ca3828510a71,7.926563
b4742d304d9cd4891aac3cedf5905676e9fcc9d5,7.346388
3bdad6ba65de3948b9939ebd98d80b03fe3f8e93,6.4403114
4d3eb0a9c08fa8d2fb11d00af22f7d582f106019,7.401804
2a8f1b3e408879bc12a312938c32061d9e29a4e9,7.2697935
1a116d1e7d5af20a32ad9d0232b6803c70f7978d,7.076615
c1287b2f156f6963bdda82942a95288967e9422b,4.556114
ef5d4cc5cd7a9d46f3e31572d97bd52423bae4e0,5.256318
123c4ff5313ccf709b3bc4bd3365087685440c71,5.5600305
ebdfeac0c48444c5f4fd377145b2d97e12c78cac,6.4161563
3dd2f099bd4cba1acad185a78c773972d450a899,7.487596
f01795183fd859bc35b074c06fd58b5e6623fb03,5.214315
2d621dbbe38ec756f71d3d1ff5b1f2de707330be,6.93287
ca01f93cb3384006f7af5de96bc25f924ad8bd14,6.77107
34b6d0f0fe1617146945db60df615d0d9bb3a4d1,6.2889147
c9c9df2ea1ddcc10cc57d4e1d92b2f8b33d94538,7.369673
d982afe8253215b9a75464a85bb061d5d5f7975a,7.0730405
a99c3a5ba8f7e25ea61f79dd74cb89d6d8bf8a43,7.620222
3d8d550e8b7d9a0629bdd8e0ae73f8f0ac74b1a6,5.809653
b459886eb6e03f683c364b338a5c2f4776391dbc,7.2211275
653de78f41ee12882a2cbc4177fb3c4e5c3eac28,5.8392406
add17ba1901ea9804a604aeed6ebe191d784785d,5.774922
1c095c774d9d1d3a4ddcf533186e7146fdbf92a7,7.2751293
c757c72ff79910b22c548daf9067d6a682bdbb4b,7.3821115
d8cb6954aff8cc17b05a205c949f36b46493eb8b,6.6287584
26227f631ff63a4f02f7d69bda90131df9bab5dc,5.903816
2e2fe98cf7d490aba85a3eba367d9512bac08ce2,7.871722
014c59c6433fd764a0b08de6ffeb757eaf60aa73,5.819286
108f1062e8ab6d51f404e7f639e781edc9ae5eb2,6.3597865
3469c710d9f5a4ef230caca3f99b1ed21411732d,5.9972973
2f7bdf97a5978e8b7a4b3f69a474540c0c38498e,4.989726
a832f98e370c27f9fbc8e0caec05700a96e89a4e,4.4839
d5cc23d9ca216f0f8c6e5ada7c4e3284a3920958,3.93602
61e1c151f6a90ea5a2f33930ed70e5a9f39b681f,6.581681
12d6e24985ac80a581968fb1f36d699e6dd1cd33,4.9197526
0367f82909c46a900501cc32d02b913923f75314,8.099286
8fa7abd9421e396273c3571b177340434fc132f6,4.6930194
fbf5d7997f35a05b4f296b7b70b08866c13db856,6.792444
c6e9fd605b75a5090b1879635a6db8da08b8a600,6.7870455
a576ed0ff4b19b2c864b2c489227a491ac670b84,4.9327326
de163edff457321dc540b375c7b316c7f9fe73cf,7.8246517
11f61032ed64123d44a372930101fd5f3877e010,7.287167
5e5064a233c1402d302af4de9a442f32c934da4f,7.3616962
92a1cd997867a6115b3d079903e63aba8dd214cf,6.6410565
75b4f05700440a54255124cf44b8ca0d4252df85,7.871156
5b0ac0ebdcb3aaed7a9a3aa2f9c11919ccce9555,5.2769127
1c3928fd78413712a00cd78e6ec020b2cfc666fa,5.2714868
4586b41a1f104874583010a544bdd65113d2666c,8.374496
aa01429991aa756b651364d54b7b28c2bfeb6c3c,4.342493
3d9b6ed975620e48ca0a5aee5fd19f5db1db3b18,8.536496
263102b5e7fbad9de96373d99c0697d8db856bb0,7.8875313
50708257bf26f0b517a6fa6acaa444d13f6006fc,6.8124
6c468e0d90bf790fd74609738544edd3f0e5c74c,6.915192
62b127e475e6cafbc1906e6fa5cae8d7b4da3ceb,5.5978727
50f17ae2d9048b293cc969aa8668b365f9773f1b,5.3269167
ff3fa2ec64294f37ae968159f810ebeda7966c51,4.9912114
f7875ec1207504a229cd9b5ca132437c6bdd6a4d,7.668877
da37e77368c2bd5a7a9792749fd6ed83e05e2515,7.1254463
28a0f5e69c747c78015cf8fb0eac804b9a733bb2,6.9262733
1a651a0e1038b173950ab2be4fb4b3016d617aa6,8.179153
5baedd7fbc5ed01efdd5a078f7b3809491ac1722,6.498063
dfc34f90e58f60b101c824e10d74b8ad0c46a2cf,6.239292
5e030103a9bd01aba1285730aa1bce7cc90f7bf4,8.254859
06024da8147b5cf6105beb4c403f67cf1ff0aea1,7.1574144
6154c47df672f6768571f878e472ff2808274cda,6.2342353
4df58b4a53afe49f40e1c054f9a2e8553352e254,5.421327
ba0b274a12a5891f98da7f012d4c757aeb822917,6.4412413
66caffe338b5140bd8ac35fd0000f867266bd08a,7.2001443
e73e06dbdc983d0a3ccccdf754b85603dd0818e7,6.7030816
a05a86b21a7d5922fed8c50f36d307ed7a8cc70b,6.7436585
0601ede7fba3727ac6cae3653b12cebafea42863,7.0825815
3b951429b4166a9149480e360687549e1069a209,7.0953064
3a1431fdc38caa2d40fdd0df60f76683af53a729,8.1059885
1ce192d1bbeca43c01873d6cd5a6318f4050fa56,5.4941444
505fea7b24ccbd0e28b51099a1e89ee317605916,8.249322
87322721181928972ce2b67242f61ff23275f3dd,7.186006
3f679f9f5c3b6c2a026bc0575cf7d5f3351a8db1,6.9000683
c001ef5d0a98bae288e504e13db2f1d4533021f5,5.740292
1ad3d49b185ea0e42354cd94ac86c60ae982616d,6.732472
a07cb417ba30c0e4d8cc3831f093740ece8be01d,7.736477
503affec12fb99997f583ed73b60262572694795,7.363628
80cb3c3cef8030674baa141475951b20ae73089a,7.514844
6b05f3073cf136c387ede39d4e605eefa19a4886,6.7044315
47e1eb91096f9e59b0faf185a88d41343c073d83,6.070946
6fa8cdf96032a061ee3b601ee76a28dce25f4735,6.308362
598a40125a414f949647ee201ecbe39553bedb6a,7.740054
7e4e1a800af30eb9922c09f9d751b0873e0dc467,6.3803687
87ce4212940578f8ab9aaab4616b104ab515d4e9,7.695605
d2491eb9351f861cdcd439fd5d73883a6d681d6a,7.034726
44ede8e2b591b3b54fc25469d50e442459da73f6,7.376208
165e4e596c3bdade64bf0bd2491fa8234015f0d2,6.826881
9871e11a3a4574e6b565733fe3e565f13d670744,5.612467
a30f91cf4dd6e15b62a675de5087a6db82d61f51,7.2936234
2b96fc96ee2e0090a42957d84ccd09cda2c72b74,4.405097
6eef887d0fd74edee1667f50dce5b41efbe0a180,6.1646123
5b49681d3b05fba0fa5978673a6d871011186bce,7.2328997
ccc7600e812ec5b6e75a9b4e2b04f00a48d1a9dd,7.9823885
3caf61bb383eed4daa553e074208e84cdbdd7df0,6.226125
aa2166a08738eb1a62d78686cce70fc5572d0607,7.621098
73c38d8466f153b974c09c066d1469f63b856d07,6.715862
82f9404672305675b631cad221087429c078b8ea,5.574426
db4c010c135d84c00fee816a085360bca2537594,6.5935073
3d8d3a121d5e9126056c0676ac7ad2661696a572,7.0289326
8531dba6dd1818a4e3f3ba5e355e1e5ea9276afe,7.1452055
951b5bb9ecd6593cecd2bd72fdf62a0785bd3b3b,8.1354
bca16481f37f3534abb04344ef1855b0e56140e3,7.190654
57a3b9aacc40db600c87c8b2cf110418021388d1,6.3832636
f679eb92d1581b842e213a6d2a8a74a0b9ede984,4.1517158
df15664e980175f8ee9ea6687b81c59f3139406f,7.3854566
bd53f29596985f567c39329a8f8da5100810f0fd,3.9024308
cb713a14e9dcf23999265a8826e204beb646626b,3.6551526
fab22b3c9fd685c26953a5ffe073c4aa2a788c7a,6.565826
66740228a725504db879896a9c28c03676fef710,6.0865164
8674a295a4ae610ccd77b60cbaa692db6a875761,7.489261
06490d06037ae75484a0a36a7a46e126b0b49495,7.038998
4e3603a6303b1bb5fb0ec4a0d8ec39ae3e0afe0f,6.6987996
bdefe60060197430834e27ee0ecc1d775f5e2b89,7.4325304
2cc30f03509be89ad3bfd483b2bd69c999798805,5.9367476
4f0784758f47badc4dc66910c529236f8a45bf3f,4.687088
9f605b4802c811805adc38ae19035ded09a5e4b5,5.8620067
dbc27d6c8a04413d73a885a7b2c2d8db605504fe,6.251047
3b0e56cb91cf7c26836c7fe857ef2fef62c2031f,8.1289625
c15e04639eb35379bc74fd289f38b1c9d21e2278,5.9579077
79c48e970f8b0e7a0e074bf7f0a3f201737dde3c,5.7411804
0de8af23bfda13f21ed67e41a5aace53ff8aef99,7.2350574
a65549b33ec5839c95aa1e9c2e50f74685ad7cc5,4.7608814
0dd138a9a2b0349ede3fee340cb02e40197aea3d,7.198168
6cecf8c09c3c7ca888a6e3fc2ede03a820c9c82b,6.667374
62cba18268cc16143359b59ebc94adf65af340a4,6.8226275
89b7eb7ce1dccd4f6a7eb59017ac455cf1e57766,6.7289376
c308727c618e21c478dba676bcea9d040d179f99,6.2742944
647dd6aaab297d6a9328c244eec940904d58293b,6.230783
eb46bad8df84ccc42fb7bc9cc3a218247777367e,6.192586
141e7bebd6db0745569c97910301a67c9962826e,7.013247
7d9accfb703fb86e2d5f39929309e7f273b46c79,6.042623
c787e77b224890e7fdcc8e2ca0c0577657d98581,6.1018853
0799ab89dacde8042474f7bfe75a739fd151b73d,6.984414
94ec21d59f07c2091e0359a0085fa6c569ed30c4,7.2167625
739d06c41287f6661d2c1879f42b56d45454e815,6.059727
ec62a3c21a4a116991338ac88863dff35157a1a7,4.757048
9081ee605de7c5e739569f3f829cba953cb918f4,6.3554893
e2670654203c6b5aa850edf95ea9e293939963fd,7.679145
a75958bf7ddea02d2c0d5a300c83abfe240f3552,7.7999825
19bb25163e0a13d6d2b1606c92e1366ad7fd8341,6.315825
1cfda392887d01754199fa5f5cecf6ea3c9b0fec,7.1097226
c484db51bb8e5e6218578a71ca541b135c2aa1ff,7.499955
bda97a680a69285ab84aefb75abb53676e7f6b55,4.7829924
f2efe01b5b7d2613529468857009a02a3cc820b6,3.1705093
7f5f84b208b2889ece946b277eaca95d838072bd,6.794554
ac7569c6eb788ec3ca408850d164b68f73bb148b,6.507717
911315669fafba0a06cdbf08da7cff7e81f49759,7.8176165
34ffbe3d2820a74472b93e9dcabc0e17f75e779c,5.684537
ac6104bfab84b79b7ff1f01c576e2b7442988f38,7.2932925
80fc80505e08153a938e34945ea74064467c5e12,5.2775574
1c38445c67beb9a58777c87a9c059cea1ccf2223,6.7203307
89cd14d1bb26c559102e9080a85ffa977cde7fda,5.2919154
e90cd427d5e229999107e56e3f06953f3108635a,5.7853255
a130e19ad47a6849ba0261a7a81a8d9bb93f3a7a,7.3771358
baccf806cbacabe5f3a91ecd093cf36b4db436a6,6.420397
605308a2fcb585adb29bd7cc4dc153faa8ab9702,6.8725734
7adf5597380b3d9048a47387095d5342a24c07da,4.285182
c6b1b85455fc8ae7de258ff95875644d77f55254,6.2371197
b7ea6b3de19afe8e98d52228dfcc3f3027f18891,6.876453
5066b74051c3f9ac880db30439338aaa8fb1c7fc,6.967073
c2dc9b42636e453c1ad8e7a5e490654d39dc303b,5.8032722
4ae698929993e35feef8c07911edb16212f5cf4d,5.4056687
cfe97f961ec4d2fc578ef0aaf87f52c54a9aa181,6.403229
25501bb976f5234f69a8cb767dc5b4ab87a9021e,6.057451
11f93249faeb096567269266fbebfc3b0f6b5dc1,6.181131
710b29019a8c45dfca3eec6a5a92b7d3bfc06cb9,6.6407166
c4dc23da121e0654017198804449e35b2e9c2027,3.231399
ea79d40b446a3660b4d0b01e53fc4a14bc18f60e,5.53978
2ebc44186d8093752e9c9ad97b67114006718300,6.9737782
b51b95c923fbe5e4f47342faa554cacb44477016,6.7215652
b0f303b4bc78b12a467c465db3b050425eadbf64,6.194918
7121c17a0f6576cafa8c7c029158ad3a81873411,5.6152763
7341e1b59de6c74569853631605d1dc2d2da2e0a,4.872461
ef02ce9a2a904477907fe9135cdcbf1652180d31,6.3510113
908ccf9bf5e0e7ab597a09fa19d91b1a5563b43b,5.5739512
cd2cc30c2a3c6b967fc897beaeae9d3482163a21,7.355746
6978f24f45757e6d0c3a352bf35d073d14b46c6a,7.8570404
05b7c7d664702d3677ddbf5a03e976e24b16544c,5.791032
52011a00e43fa9e527dd0b121ddd133547981b24,5.217289
e460fd665c3f541f48ac4503abf2e90b9bbb3b94,6.79476
f77371745c51f549f9a641110e52f255aaed0f10,6.7737427
7dc6bcdd4ba4cc84cdbf70b50cb26a72cec3db1e,7.4604764
0ac20d28419a43394bc94b257c7aab70e87f1675,6.2023115
9938999e257ea21c657f6c63ff386937544987aa,6.094632
0304aa9c12a1c900dcb4413c6a4ce40cc05b1696,7.454831
7b7d0625e7d073af7c6fa7c1df5ca43ab1232aba,8.277784
a05ee87ddc674ddf01518fe125eaeec0820ea53e,5.517106
081cbf0e54173c1b4c90be93a514521bc9c710fb,6.9026995
74381df8a16f12280ebd12d45f8fff4fbcbcc4c8,8.278601
6a321021dc357c030017f099c3d1b430bb0d1b65,5.428443
913eb5b320c3f4b475e8064303960997b0dd7a9f,5.61886
e9a8e1a87eb55c0dc1787fcaed22be98d9cc1ed0,7.035405
29a9c1bfe53383e21dc534379f5fd64c4efd4305,7.127726
8b43c7696dc13421431102cb4385363ee33513e0,7.328515
138c5848f009c004f0b8e2379316d5ec18332ff8,4.2459993
1d2f411ed3ef95a96dea54ce6a09c0d0b65b6a7f,6.764414
33ead7fc0a3cd59c67bb412d705c5f5b9cedccfe,6.729282
3cde31c0a8378da5d6c2767652ec108deb9135a6,7.6702294
a99ed97ee0e4d81fc9a8a5a5baaba5407a897b84,5.444933
8d9b19c2ff7d630d2d48932f3c1d35aaa97ad51f,7.6684117
920523a6f06947927c3d1b9c2c902fae6eb740a1,7.70691
9d549d02a71100ae95cf02deb371138097549edc,6.9493384
8c5d6de5fca9e769de9676c911d9e082ec1a9fb4,5.960786
8968e2c95fd09b05d48b4b094529d54d06bf6da5,7.1898746
f8da0aad0792d4f2d30881abdbfd4029dc264842,5.4515877
52292d33bf302f4cc04f07ef928db72b2736c06d,5.1746798
2c93a0edb553ae495ba9ca047361240c278f6cf8,4.563526
cf6788dceae33f7826997b7fa99b5189cff1aa4d,6.938208
6ec34c1674a54a0b43f8bc4570e2188a4937da15,7.773784
908365770c09838aa1bc1874bf3915779910e775,6.3977714
d4a5c57c98a9d8e16b1dd93042d22cc422772b0d,4.73618
c195c2ea359350b81a96211ccb40d03fb0501e7d,5.4662576
77051baba74aab402905de65e8e0bf18e2907ca8,7.4878035
0821ac06ae77101d7dd9b8dd103f79ffa46657ab,5.6431108
c8332f72a4f6049ef2f28e4a0fcbde9d142c8591,5.9628515
2290d198e0649ef4dcfb6cd22d36d87969fb7bfb,6.691284
c0c13857d74703fa66da743d1d670bc2b9957f7b,7.5855923
89d4e10b3c250c027e108d10ebc00bda239e7e39,6.846435
